          RA           DEC             R062             Z087 
 00:54:03.87  +39:48:07.85       25.3991416       26.2269237 
 00:53:58.09  +39:47:45.76       29.0671656       30.6232003 
 00:54:05.60  +39:48:14.39       28.8518112       30.0708932 
 00:54:08.85  +39:48:26.67       25.3820676       26.2315887 
 00:54:02.66  +39:48:03.02       29.1166981       30.0749136 
 00:53:59.21  +39:47:49.87       28.7218112       29.9408932 
 00:54:01.39  +39:47:58.17       28.8166829       30.2205455 
 00:54:02.52  +39:48:02.46       28.2210721       29.6575430 
 00:54:09.57  +39:48:29.33       28.1805894       29.4648881 
 00:54:09.86  +39:48:30.32       27.9549937       28.8262537 
 00:54:14.55  +39:48:48.06       28.8940133       29.9065760 
 00:54:13.96  +39:48:45.76       24.7506046       25.5892562 
 00:54:11.57  +39:48:36.57       28.6442546       29.7329034 
 00:53:59.81  +39:47:51.80       28.2840133       29.2965760 
 00:54:11.45  +39:48:36.04       27.4337720       28.3702486 
 00:54:03.97  +39:48:07.49       26.3166981       27.2749136 
 00:54:00.51  +39:47:54.34       28.6303481       29.8385607 
 00:54:08.52  +39:48:24.72       28.4842546       29.5729034 
 00:54:00.61  +39:47:54.46       28.1247373       29.3655582 
 00:54:04.52  +39:48:09.35       29.1642546       30.2529034 
 00:54:14.52  +39:48:47.16       28.1025351       29.5498754 
 00:54:07.76  +39:48:21.40       29.1296090       30.5552105 
 00:54:02.30  +39:48:00.47       28.5184025       29.5635735 
 00:54:11.22  +39:48:34.39       28.8342546       29.9229034 
 00:54:13.98  +39:48:44.80       29.5528067       30.1849390 
 00:54:04.79  +39:48:09.82       29.3501068       30.4822333 
 00:54:05.60  +39:48:12.88       29.4188851       30.6162283 
 00:54:12.70  +39:48:39.92       28.6625503       29.6642435 
 00:54:09.49  +39:48:27.54       28.4930329       29.6468983 
 00:54:13.91  +39:48:44.36       25.8579198       26.7509187 
 00:54:05.33  +39:48:11.68       27.8042546       28.8929034 
 00:54:06.62  +39:48:16.55       29.0547524       29.8499263 
 00:53:58.80  +39:47:46.74       26.6708459       27.5855836 
 00:54:13.19  +39:48:41.48       28.3954764       29.4189085 
 00:54:09.41  +39:48:27.10       25.1954764       26.2189085 
 00:54:04.95  +39:48:10.12       29.4898655       30.5459059 
 00:54:14.66  +39:48:46.99       28.7586438       29.8799009 
 00:54:13.82  +39:48:43.65       27.6691264       28.9425557 
 00:54:12.86  +39:48:39.92       28.8098655       29.8659059 
 00:54:11.69  +39:48:35.46       28.5713285       29.6382384 
 00:54:11.92  +39:48:36.33       28.3971807       29.5075684 
 00:54:12.69  +39:48:39.12       28.7208459       29.6355836 
 00:54:13.34  +39:48:41.60       28.4488851       29.6462283 
 00:54:07.85  +39:48:20.67       27.1949937       28.0662537 
 00:54:10.23  +39:48:29.73       28.2981611       29.2672461 
 00:53:59.69  +39:47:49.45       22.1576937       22.5289593 
 00:54:05.34  +39:48:10.98       29.3801220       30.0666014 
 00:54:08.88  +39:48:24.42       29.2513285       30.3182384 
 00:54:05.11  +39:48:09.99       29.0764113       31.2954819 
 00:54:13.87  +39:48:43.29       28.9196242       29.8995785 
 00:54:14.26  +39:48:44.71       26.5406046       27.3792562 
 00:54:03.20  +39:48:02.59       28.9535307       29.8139212 
 00:54:13.71  +39:48:42.57       28.5730329       29.7268983 
 00:53:59.93  +39:47:50.07       28.8701068       30.0022333 
 00:54:08.87  +39:48:24.05       28.8401068       29.9722333 
 00:54:02.06  +39:47:58.07       28.1752351       29.1225811 
 00:54:04.16  +39:48:05.93       29.3684025       30.4135735 
 00:54:01.31  +39:47:55.03       27.3408459       28.2555836 
 00:54:00.53  +39:47:51.80       28.5191264       29.7925557 
 00:54:10.31  +39:48:28.99       28.3079047       29.6465506 
 00:54:01.56  +39:47:55.67       29.4054764       30.4289085 
 00:54:05.81  +39:48:11.80       27.7540133       28.7665760 
 00:54:06.01  +39:48:12.58       28.1023090       29.0279161 
 00:54:03.49  +39:48:02.92       29.3242546       30.4129034 
 00:54:10.62  +39:48:30.01       28.7327764       30.2562028 
 00:54:10.47  +39:48:29.46       30.0350089       30.4606218 
 00:53:59.00  +39:47:45.73       22.4811024       23.0262791 
 00:54:07.02  +39:48:16.26       28.9639982       30.4222079 
 00:54:12.29  +39:48:36.22       28.6840133       29.6965760 
 00:54:12.12  +39:48:35.47       28.6842546       29.7729034 
 00:54:05.79  +39:48:11.36       28.5252351       29.4725811 
 00:54:08.27  +39:48:20.76       29.1625503       30.1642435 
 00:54:03.82  +39:48:03.71       29.5869546       30.1756090 
 00:54:05.60  +39:48:10.52       29.1413285       30.2082384 
 00:54:06.88  +39:48:15.30       29.1664416       30.4942181 
 00:54:06.33  +39:48:13.14       29.3044960       30.4692308 
 00:54:01.93  +39:47:56.37       28.6242546       29.7129034 
 00:54:01.64  +39:47:55.24       28.5018112       29.7208932 
 00:54:04.81  +39:48:07.21       28.5966829       30.0005455 
 00:54:09.98  +39:48:26.79       29.2181611       30.1872461 
 00:54:02.59  +39:47:58.64       28.7498655       29.8059059 
 00:54:08.70  +39:48:21.89       28.4713437       29.0926065 
 00:54:04.47  +39:48:05.70       29.2181611       30.1872461 
 00:54:09.73  +39:48:25.54       28.5054764       29.5289085 
 00:54:11.45  +39:48:32.12       29.1949937       30.0662537 
 00:54:06.27  +39:48:12.39       28.2342546       29.3229034 
 00:54:10.53  +39:48:28.58       27.9240133       28.9365760 
 00:54:10.76  +39:48:29.34       29.5213134       31.0338704 
 00:54:08.01  +39:48:18.88       27.8796242       28.8595785 
 00:54:09.02  +39:48:22.61       28.5925351       30.0398754 
 00:54:07.88  +39:48:18.22       24.9357177       26.0352359 
 00:54:14.51  +39:48:43.32       28.6384025       29.6835735 
 00:54:12.84  +39:48:36.81       27.5591416       28.3869237 
 00:54:06.27  +39:48:11.75       29.1186286       30.6855328 
 00:54:09.44  +39:48:23.80       28.8984025       29.9435735 
 00:53:59.90  +39:47:47.45       28.4971959       29.1619364 
 00:54:02.20  +39:47:56.12       28.3098655       29.3659059 
 00:54:09.09  +39:48:22.23       27.7823090       28.7079161 
 00:54:10.35  +39:48:27.03       28.8722938       30.2435480 
 00:54:13.20  +39:48:37.67       29.4893829       30.3932511 
 00:54:00.63  +39:47:49.85       27.8996242       28.8795785 
 00:53:59.28  +39:47:44.52       28.6162003       29.8678907 
 00:54:08.09  +39:48:18.05       28.2571807       29.3675684 
 00:54:14.35  +39:48:41.85       29.0530329       30.2068983 
 00:54:04.59  +39:48:04.69       28.6537569       30.0358805 
 00:54:14.79  +39:48:43.38       28.0925351       29.5398754 
 00:54:09.58  +39:48:23.54       28.8308459       29.7455836 
 00:54:02.83  +39:47:57.85       28.6220525       29.9172206 
 00:54:14.57  +39:48:42.26       29.1303481       30.3385607 
 00:54:08.72  +39:48:19.93       28.7284025       29.7735735 
 00:54:05.12  +39:48:06.22       29.0308308       30.3912156 
 00:54:09.17  +39:48:21.60       29.1608459       30.0755836 
 00:54:11.25  +39:48:29.44       29.3171959       29.9819364 
 00:54:06.58  +39:48:11.62       28.3803330       30.0341927 
 00:54:11.47  +39:48:30.23       28.3271807       29.4375684 
 00:54:09.17  +39:48:21.46       26.9649937       27.8362537 
 00:54:01.92  +39:47:53.84       28.7820525       30.0772206 
 00:54:02.24  +39:47:55.01       25.3757328       26.0296040 
 00:54:05.88  +39:48:08.79       29.2144960       30.3792308 
 00:54:08.00  +39:48:16.76       28.2547524       29.0499263 
 00:54:11.44  +39:48:29.87       25.0315850       25.7289339 
 00:54:05.36  +39:48:06.70       29.0220525       30.3172206 
 00:54:03.41  +39:47:59.22       28.2186286       29.7855328 
 00:54:09.02  +39:48:20.53       29.3237569       30.7058805 
 00:54:13.57  +39:48:37.83       28.7501068       29.8822333 
 00:54:00.86  +39:47:49.47       28.1262003       29.3778907 
 00:54:09.17  +39:48:21.02       28.0088851       29.2062283 
 00:54:04.40  +39:48:02.89       28.9964568       29.8785862 
 00:54:07.36  +39:48:14.14       29.1593829       30.0632511 
 00:53:59.17  +39:47:42.90       29.3925503       30.3942435 
 00:54:03.74  +39:48:00.33       29.0713285       30.1382384 
 00:54:07.92  +39:48:16.17       28.5596242       29.5395785 
 00:54:05.41  +39:48:06.60       29.2527916       30.3305709 
 00:54:12.82  +39:48:34.75       28.2022938       29.5735480 
 00:54:06.43  +39:48:10.37       28.8215699       29.9645658 
 00:54:14.84  +39:48:42.30       29.6052502       30.1069492 
 00:53:58.52  +39:47:40.15       28.4952351       29.4425811 
 00:54:01.88  +39:47:52.83       28.6335155       29.9395531 
 00:54:05.93  +39:48:08.29       29.3137720       30.2502486 
 00:54:05.35  +39:48:05.88       29.1935155       30.4995531 
 00:54:02.88  +39:47:56.43       28.1871807       29.2975684 
 00:54:03.31  +39:47:58.06       29.1732742       30.4032257 
 00:54:05.69  +39:48:07.10       30.0816608       28.5507743 
 00:54:03.69  +39:47:59.29       28.8666829       30.2705455 
 00:54:00.81  +39:47:48.28       29.2542546       30.3429034 
 00:54:13.90  +39:48:38.00       29.3359590       30.5115633 
 00:54:02.65  +39:47:55.21       29.3493829       30.2532511 
 00:54:09.75  +39:48:22.23       27.7208459       28.6355836 
 00:54:01.81  +39:47:51.93       28.8698655       29.9259059 
 00:54:01.32  +39:47:49.98       29.0101068       30.1422333 
 00:54:01.61  +39:47:51.07       29.2844960       30.4492308 
 00:54:00.63  +39:47:47.24       29.6101068       30.7422333 
 00:54:01.48  +39:47:50.40       28.8447373       30.0855582 
 00:54:01.60  +39:47:50.75       28.5313285       29.5982384 
 00:54:08.28  +39:48:16.00       29.2781611       30.2472461 
 00:54:05.64  +39:48:05.92       29.6479198       30.5409187 
 00:54:05.07  +39:48:03.71       28.2032742       29.4332257 
 00:54:09.62  +39:48:20.99       28.6288851       29.8262283 
 00:54:02.28  +39:47:52.94       25.4208459       26.3355836 
 00:54:02.72  +39:47:54.66       29.1169243       30.5968729 
 00:54:10.13  +39:48:22.83       28.6971807       29.8075684 
 00:54:06.04  +39:48:07.23       28.3925503       29.3942435 
 00:54:00.25  +39:47:45.05       29.4439982       30.9022079 
 00:54:03.67  +39:47:57.87       28.2489306       28.1093325 
 00:54:02.77  +39:47:54.40       28.3176634       29.5802232 
 00:54:05.49  +39:48:04.68       28.8830329       30.0368983 
 00:54:13.65  +39:48:35.60       28.8923090       29.8179161 
 00:54:04.75  +39:48:01.70       29.1186438       30.2399009 
 00:54:10.08  +39:48:22.00       24.7087196       23.6017412 
 00:54:13.82  +39:48:36.18       25.7245111       26.4435989 
 00:54:10.92  +39:48:25.11       29.1413285       30.2082384 
 00:54:12.43  +39:48:30.84       28.6684025       29.7135735 
 00:54:14.52  +39:48:38.77       28.7630329       29.9168983 
 00:54:09.52  +39:48:19.68       29.1020525       30.3972206 
 00:54:06.59  +39:48:08.44       28.2266829       29.6305455 
 00:54:13.49  +39:48:34.56       29.2388851       30.4362283 
 00:53:59.91  +39:47:42.86       28.9042546       29.9929034 
 00:54:02.22  +39:47:51.64       28.3803481       29.5885607 
 00:54:02.58  +39:47:53.04       29.1401068       30.2722333 
 00:54:14.95  +39:48:40.05       29.1527916       30.2305709 
 00:54:02.38  +39:47:52.14       28.6123090       29.5379161 
 00:54:01.56  +39:47:48.96       29.0730329       30.2268983 
 00:54:12.15  +39:48:29.19       29.0559742       29.7859314 
 00:54:03.90  +39:47:57.76       27.7225351       29.1698754 
 00:53:59.43  +39:47:40.68       28.6142395       30.1485353 
 00:54:12.01  +39:48:28.54       29.1771807       30.2875684 
 00:54:14.88  +39:48:39.42       29.1374372       29.8782638 
 00:54:02.01  +39:47:50.40       30.0210721       31.4575430 
 00:54:01.46  +39:47:48.25       28.3076634       29.5702232 
 00:54:05.56  +39:48:03.57       28.5549937       29.4262537 
 00:53:59.26  +39:47:39.63       28.4908308       29.8512156 
 00:54:08.91  +39:48:16.29       29.0981460       30.5128780 
 00:54:04.89  +39:48:01.00       28.5015699       29.6445658 
 00:54:12.12  +39:48:28.45       28.9157177       30.0152359 
 00:54:03.93  +39:47:57.22       29.5540133       30.5665760 
 00:54:01.47  +39:47:47.87       29.2476937       29.6189593 
 00:54:03.49  +39:47:55.53       28.3535155       29.6595531 
 00:54:07.35  +39:48:10.20       28.7730177       30.3725302 
 00:54:13.10  +39:48:32.10       28.7584025       29.8035735 
 00:54:11.15  +39:48:24.64       28.7637569       30.1458805 
 00:54:08.79  +39:48:15.64       29.1486438       30.2699009 
 00:54:01.47  +39:47:47.70       29.2528067       29.8849390 
 00:54:08.26  +39:48:13.48       28.9349937       29.8062537 
 00:54:09.75  +39:48:19.12       28.9362003       30.1878907 
 00:54:06.66  +39:48:07.31       29.4693829       30.3732511 
 00:54:07.44  +39:48:10.24       28.0388851       29.2362283 
 00:54:01.52  +39:47:47.66       28.9259590       30.1015633 
 00:54:08.45  +39:48:13.92       29.5835155       30.8895531 
 00:54:11.26  +39:48:24.53       27.7603481       28.9685607 
 00:53:58.64  +39:47:36.42       25.4952351       26.4425811 
 00:54:09.38  +39:48:17.28       29.0449634       30.8075175 
 00:54:12.60  +39:48:29.49       28.3357177       29.4352359 
 00:53:59.19  +39:47:38.45       29.1320676       29.9815887 
 00:54:00.62  +39:47:43.86       28.1274220       29.3138958 
 00:54:01.86  +39:47:48.52       29.1471959       29.8119364 
 00:54:10.14  +39:48:19.99       26.5352351       27.4825811 
 00:54:08.99  +39:48:15.58       29.0713134       30.5838704 
 00:54:03.72  +39:47:55.48       28.7859590       29.9615633 
 00:54:03.38  +39:47:54.13       28.0042546       29.0929034 
 00:54:05.15  +39:48:00.82       29.1020676       29.9515887 
 00:54:09.23  +39:48:16.34       28.0384025       29.0835735 
 00:54:05.54  +39:48:02.21       28.3544960       29.5192308 
 00:54:03.96  +39:47:56.18       28.7791112       30.4981876 
 00:54:00.70  +39:47:43.70       29.7657177       30.8652359 
 00:53:58.87  +39:47:36.71       28.7544808       30.3648627 
 00:54:07.04  +39:48:07.76       28.5205894       29.8048881 
 00:54:09.09  +39:48:15.58       29.1847373       30.4255582 
 00:54:07.02  +39:48:07.64       28.9035155       30.2095531 
 00:54:01.65  +39:47:47.14       27.8664568       28.7485862 
 00:53:59.90  +39:47:40.44       28.8832742       30.1132257 
 00:54:05.56  +39:48:02.01       28.3498503       29.8515379 
 00:54:12.06  +39:48:26.62       28.5918112       29.8108932 
 00:54:04.61  +39:47:58.23       29.4001068       30.5322333 
 00:54:10.45  +39:48:20.41       28.6849937       29.5562537 
 00:54:05.40  +39:48:01.13       28.8864416       30.2142181 
 00:54:06.24  +39:48:04.25       28.3774220       29.5638958 
 00:54:11.04  +39:48:22.31       27.9154764       28.9389085 
 00:54:00.10  +39:47:40.54       28.7735155       30.0795531 
 00:54:07.87  +39:48:10.02       28.1896242       29.1695785 
 00:54:09.28  +39:48:15.31       28.5942546       29.6829034 
 00:54:12.65  +39:48:28.13       28.2857177       29.3852359 
 00:54:13.86  +39:48:32.65       28.9681611       29.9372461 
 00:54:12.82  +39:48:28.64       29.0535155       30.3595531 
 00:54:03.29  +39:47:52.26       29.2291416       30.0569237 
 00:54:06.93  +39:48:06.11       29.0208308       30.3812156 
 00:54:04.94  +39:47:58.50       28.9915547       30.5801978 
 00:54:00.94  +39:47:43.19       28.8184025       29.8635735 
 00:54:00.40  +39:47:41.04       27.4810872       28.4719110 
 00:54:00.85  +39:47:42.74       30.4798655       31.5359059 
 00:53:59.97  +39:47:39.31       28.8315699       29.9745658 
 00:54:08.87  +39:48:13.11       28.4410872       29.4319110 
 00:54:01.10  +39:47:43.52       28.6701068       29.8022333 
 00:54:07.75  +39:48:08.74       27.2840133       28.2965760 
 00:54:12.88  +39:48:28.20       28.9308459       29.8455836 
 00:54:08.75  +39:48:12.38       27.4387347       25.8861093 
 00:54:00.23  +39:47:39.86       28.1230329       29.2768983 
 00:54:11.51  +39:48:22.69       29.5816153       29.3876700 
 00:54:13.89  +39:48:31.65       28.5447373       29.7855582 
 00:54:02.30  +39:47:47.56       29.0876634       30.3502232 
 00:54:02.33  +39:47:47.59       28.7122938       30.0835480 
 00:54:04.36  +39:47:55.33       29.0564416       30.3842181 
 00:54:08.36  +39:48:10.44       28.0054764       29.0289085 
 00:54:13.36  +39:48:29.35       28.8008308       30.1612156 
 00:54:13.32  +39:48:29.07       28.3054764       29.3289085 
 00:54:08.65  +39:48:11.17       29.7396242       30.7195785 
 00:54:09.98  +39:48:16.24       28.5610721       29.9975430 
 00:54:11.24  +39:48:20.99       26.1579198       27.0509187 
 00:54:06.63  +39:48:03.34       28.6032742       29.8332257 
 00:54:10.62  +39:48:18.49       28.3379198       29.2309187 
 00:53:59.47  +39:47:36.02       28.9976482       30.7058551 
 00:54:02.79  +39:47:48.63       28.1927916       29.2705709 
 00:54:14.86  +39:48:34.52       28.3681460       29.7828780 
 00:54:14.89  +39:48:34.65       28.7098655       29.7659059 
 00:54:01.28  +39:47:42.86       29.1503481       30.3585607 
 00:54:11.23  +39:48:20.65       28.2952199       29.6882130 
 00:54:06.28  +39:48:01.79       28.7847373       30.0255582 
 00:53:58.68  +39:47:32.71       28.4381611       29.4072461 
 00:54:07.77  +39:48:07.20       29.1988851       30.3962283 
 00:54:08.91  +39:48:11.52       28.1147524       28.9099263 
 00:54:10.15  +39:48:16.26       28.4235155       29.7295531 
 00:54:00.73  +39:47:40.39       28.9101068       30.0422333 
 00:54:10.42  +39:48:17.22       29.0808459       29.9955836 
 00:54:09.20  +39:48:12.55       28.5281611       29.4972461 
 00:54:09.53  +39:48:13.80       28.7986438       29.9199009 
 00:54:13.14  +39:48:27.50       29.0544960       30.2192308 
 00:54:11.72  +39:48:22.10       28.5320676       29.3815887 
 00:54:05.40  +39:47:57.98       29.6030632       29.8656345 
 00:54:05.24  +39:47:57.28       28.5464416       29.8742181 
 00:54:08.72  +39:48:10.48       28.2332742       29.4632257 
 00:53:58.63  +39:47:32.01       21.4008762       21.4243198 
 00:54:05.06  +39:47:56.48       28.5203481       29.7285607 
 00:54:05.31  +39:47:57.41       29.2384025       30.2835735 
 00:54:04.58  +39:47:54.55       29.3574220       30.5438958 
 00:54:00.28  +39:47:38.11       29.2481611       30.2172461 
 00:54:08.51  +39:48:09.35       28.4462003       29.6978907 
 00:54:06.68  +39:48:02.25       28.7403481       29.9485607 
 00:54:12.56  +39:48:24.64       29.3798655       30.4359059 
 00:54:05.79  +39:47:58.76       25.9174524       26.2126319 
 00:54:12.53  +39:48:24.38       28.5932742       29.8232257 
 00:54:08.66  +39:48:09.62       28.8784025       29.9235735 
 00:53:59.57  +39:47:35.00       28.4381460       29.8528780 
 00:53:59.76  +39:47:35.62       28.1337569       29.5158805 
 00:54:10.86  +39:48:17.85       28.6932742       29.9232257 
 00:54:06.76  +39:48:02.24       28.9618415       29.2896294 
 00:54:08.89  +39:48:10.30       28.9918112       30.2108932 
 00:54:04.87  +39:47:54.93       29.5159590       30.6915633 
 00:54:01.72  +39:47:42.87       28.5386438       29.6599009 
 00:54:09.52  +39:48:12.57       28.9132742       30.1432257 
 00:54:14.99  +39:48:33.36       29.2815699       30.4245658 
 00:54:08.26  +39:48:07.67       28.4120525       29.7072206 
 00:53:59.45  +39:47:34.05       27.7379198       28.6309187 
 00:54:11.10  +39:48:18.43       29.6062155       30.4122588 
 00:54:10.13  +39:48:14.68       28.7057328       29.3596040 
 00:54:11.38  +39:48:19.37       28.8140133       29.8265760 
 00:54:05.70  +39:47:57.63       29.3437720       30.2802486 
 00:54:00.24  +39:47:36.76       28.6471807       29.7575684 
 00:54:09.51  +39:48:12.03       29.0927916       30.1705709 
 00:54:01.72  +39:47:42.36       23.9220828       24.3259568 
 00:54:04.93  +39:47:54.57       28.6764568       29.5585862 
 00:54:00.69  +39:47:38.42       28.6301068       29.7622333 
 00:54:00.16  +39:47:36.32       29.4796242       30.4595785 
 00:54:02.00  +39:47:43.29       29.3744960       30.5392308 
 00:54:08.11  +39:48:06.56       28.4444960       29.6092308 
 00:54:00.29  +39:47:36.74       27.9349937       28.8062537 
 00:54:14.71  +39:48:31.54       28.8069394       29.8412410 
 00:54:14.96  +39:48:32.50       29.0937720       30.0302486 
 00:54:06.95  +39:48:01.96       29.1947524       29.9899263 
 00:54:02.36  +39:47:44.43       29.3825503       30.3842435 
 00:54:02.46  +39:47:44.82       29.3647524       30.1599263 
 00:54:05.89  +39:47:57.86       28.6532742       29.8832257 
 00:54:01.36  +39:47:40.61       28.8071807       29.9175684 
 00:54:08.44  +39:48:07.55       28.3120676       29.1615887 
 00:54:10.71  +39:48:16.08       28.9691112       30.6881876 
 00:54:01.82  +39:47:42.20       27.7320525       29.0272206 
 00:54:10.27  +39:48:14.36       27.6298655       28.6859059 
 00:54:12.52  +39:48:22.86       29.0152199       30.4082130 
 00:54:01.30  +39:47:39.99       28.8552351       29.8025811 
 00:54:06.08  +39:47:58.10       28.8198655       29.8759059 
 00:53:59.59  +39:47:33.41       29.9427764       31.4662028 
 00:54:02.00  +39:47:42.54       25.2803633       26.0429288 
 00:54:10.99  +39:48:16.69       28.2127916       29.2905709 
 00:54:00.84  +39:47:37.98       28.6969394       29.7312410 
 00:54:02.99  +39:47:46.18       28.8398655       29.8959059 
 00:54:11.06  +39:48:16.88       29.1176634       30.3802232 
 00:54:12.50  +39:48:22.35       28.4140133       29.4265760 
 00:54:09.80  +39:48:11.95       28.6815699       29.8245658 
 00:54:02.84  +39:47:45.42       28.8693677       30.2188831 
 00:54:07.08  +39:48:01.55       24.9379047       26.2765506 
 00:54:06.30  +39:47:58.47       28.5130329       29.6668983 
 00:54:08.99  +39:48:08.70       28.8581611       29.8272461 
 00:54:08.95  +39:48:08.44       30.2401068       31.3722333 
 00:54:10.98  +39:48:16.19       28.7598655       29.8159059 
 00:54:03.35  +39:47:47.06       28.6957177       29.7952359 
 00:54:02.88  +39:47:45.22       28.6722938       30.0435480 
 00:54:15.24  +39:48:32.24       37.5812097       27.8004173 
 00:54:01.67  +39:47:40.53       25.4752351       26.4225811 
 00:53:59.49  +39:47:32.19       29.3279047       30.6665506 
 00:54:05.56  +39:47:55.30       28.0527916       29.1305709 
 00:54:08.95  +39:48:08.19       28.5627916       29.6405709 
 00:53:58.90  +39:47:29.84       28.1349786       29.4518856 
 00:54:05.12  +39:47:53.54       29.0605894       30.3448881 
 00:54:14.48  +39:48:29.13       29.6103481       30.8185607 
 00:54:11.29  +39:48:16.99       29.1796242       30.1595785 
 00:54:12.86  +39:48:22.89       28.7552351       29.7025811 
 00:54:15.14  +39:48:31.59       28.5230329       29.6768983 
 00:54:11.34  +39:48:17.10       29.2296242       30.2095785 
 00:54:13.38  +39:48:24.87       28.6493677       29.9988831 
 00:54:06.85  +39:47:59.95       21.7603936       21.6316650 
 00:54:12.92  +39:48:23.04       28.1854612       29.6545404 
 00:54:02.14  +39:47:42.03       28.1298655       29.1859059 
 00:54:02.67  +39:47:43.97       29.0606046       29.8992562 
 00:54:11.64  +39:48:18.02       20.7103936       20.5816650 
 00:54:14.30  +39:48:28.15       29.3176785       30.1345912 
 00:53:59.08  +39:47:30.18       28.3562003       29.6078907 
 00:54:14.24  +39:48:27.82       28.9896242       29.9695785 
 00:53:59.97  +39:47:33.54       28.8574220       30.0438958 
 00:54:13.84  +39:48:26.13       28.4037569       29.7858805 
 00:54:00.24  +39:47:34.36       28.6010872       29.5919110 
 00:54:01.67  +39:47:39.76       28.5781460       29.9928780 
 00:54:10.84  +39:48:14.64       27.8110872       28.8019110 
 00:54:15.05  +39:48:30.64       28.7074220       29.8938958 
 00:54:03.24  +39:47:45.68       28.1491264       29.4225557 
 00:54:05.21  +39:47:53.17       28.3820525       29.6772206 
 00:53:59.71  +39:47:32.05       27.3318112       28.5508932 
 00:54:03.24  +39:47:45.52       28.0079047       29.3465506 
 00:54:07.40  +39:48:01.20       29.1159590       30.2915633 
 00:54:06.02  +39:47:55.85       29.1349786       30.4518856 
 00:54:04.08  +39:47:48.44       28.8149786       30.1318856 
 00:54:10.91  +39:48:14.32       29.2537720       30.1902486 
 00:53:58.68  +39:47:27.75       28.3666829       29.7705455 
 00:54:10.73  +39:48:13.58       29.1727916       30.2505709 
 00:54:05.67  +39:47:54.34       28.8057177       29.9052359 
 00:54:14.46  +39:48:27.61       27.9057177       29.0052359 
 00:54:12.84  +39:48:21.38       29.0323090       29.9579161 
 00:54:10.69  +39:48:13.18       28.1288851       29.3262283 
 00:53:59.04  +39:47:28.79       29.1054764       30.1289085 
 00:54:07.44  +39:48:00.78       28.0886438       29.2099009 
 00:54:10.09  +39:48:10.80       28.6066829       30.0105455 
 00:54:13.39  +39:48:23.33       27.0208459       27.9355836 
 00:54:15.00  +39:48:29.47       28.1284025       29.1735735 
 00:53:58.92  +39:47:28.24       26.6325503       27.6342435 
 00:54:08.25  +39:48:03.66       28.9898807       29.6002740 
 00:53:59.35  +39:47:29.70       28.3427764       29.8662028 
 00:54:11.17  +39:48:14.62       28.1698655       29.2259059 
 00:54:03.26  +39:47:44.51       27.8935307       28.7539212 
 00:54:02.49  +39:47:41.46       27.9957177       29.0952359 
 00:54:07.41  +39:48:00.18       28.9374220       30.1238958 
 00:54:09.87  +39:48:09.40       29.6030481       30.3112664 
 00:54:09.77  +39:48:08.88       28.8147524       29.6099263 
 00:54:09.81  +39:48:08.95       27.3486438       28.4699009 
 00:54:12.10  +39:48:17.61       29.4357328       30.0896040 
 00:54:02.42  +39:47:40.76       28.7391264       30.0125557 
 00:53:58.99  +39:47:27.63       29.4008459       30.3155836 
 00:54:10.08  +39:48:09.72       29.1396242       30.1195785 
 00:54:07.68  +39:48:00.47       28.3493829       29.2532511 
 00:53:59.33  +39:47:28.63       29.2896090       30.7152105 
 00:54:02.90  +39:47:42.14       27.3527916       28.4305709 
 00:54:15.35  +39:48:29.47       37.0636531       27.1524275 
 00:54:03.80  +39:47:45.51       27.3337720       28.2702486 
 00:54:09.12  +39:48:05.71       28.3576634       29.6202232 
 00:54:03.11  +39:47:42.75       28.5327916       29.6105709 
 00:54:07.34  +39:47:58.69       28.2486438       29.3699009 
 00:54:09.42  +39:48:06.61       29.9301220       30.6166014 
 00:54:15.16  +39:48:28.38       28.8576785       29.6745912 
 00:54:08.63  +39:48:03.59       29.3486438       30.4699009 
 00:54:00.57  +39:47:32.83       27.7191264       28.9925557 
 00:54:08.14  +39:48:01.65       28.0059590       29.1815633 
 00:54:03.19  +39:47:42.74       28.5881611       29.5572461 
 00:54:11.38  +39:48:13.90       27.9844808       29.5948627 
 00:54:12.92  +39:48:19.72       25.5262306       25.8866268 
 00:54:08.04  +39:48:01.15       29.0740133       30.0865760 
 00:54:07.14  +39:47:57.61       28.4815699       29.6245658 
 00:54:11.70  +39:48:14.82       23.2959893       23.5802994 
 00:54:05.60  +39:47:51.57       28.5205894       29.8048881 
 00:53:59.97  +39:47:30.07       28.9842546       30.0729034 
 00:54:00.10  +39:47:30.56       28.6440133       29.6565760 
 00:54:02.93  +39:47:41.31       23.9416002       24.1933020 
 00:54:08.73  +39:48:03.34       29.4655067       29.5976446 
 00:54:03.72  +39:47:44.14       29.0364265       30.8098500 
 00:53:59.98  +39:47:29.85       28.5647373       29.8055582 
 00:54:14.36  +39:48:24.48       27.9006046       28.7392562 
 00:54:07.35  +39:47:57.78       28.5813285       29.6482384 
 00:54:11.11  +39:48:12.11       29.2708308       30.6312156 
 00:54:05.93  +39:47:52.27       26.3123090       27.2379161 
 00:53:59.39  +39:47:27.39       29.4169243       30.8968729 
 00:54:09.38  +39:48:05.41       28.5257177       29.6252359 
 00:54:11.18  +39:48:12.25       28.3969243       29.8768729 
 00:53:58.90  +39:47:25.46       28.4508308       29.8112156 
 00:54:03.58  +39:47:43.30       24.8282066       24.4603503 
 00:54:01.92  +39:47:36.92       28.5884025       29.6335735 
 00:54:10.88  +39:48:10.87       28.3859590       29.5615633 
