          RA           DEC             R062             Z087 
 00:53:28.72  +39:50:48.61       28.6554764       29.6789085 
 00:53:27.18  +39:50:43.46       29.0825503       30.0842435 
 00:53:24.68  +39:50:35.19       28.2569394       29.2912410 
 00:53:19.82  +39:50:18.91       27.6352199       29.0282130 
 00:53:23.76  +39:50:31.95       28.1293829       29.0332511 
 00:53:25.90  +39:50:38.95       28.7986438       29.9199009 
 00:53:26.91  +39:50:42.26       28.8225503       29.8242435 
 00:53:22.90  +39:50:28.93       29.0703481       30.2785607 
 00:53:31.28  +39:50:56.63       28.6035155       29.9095531 
 00:53:25.32  +39:50:36.79       28.3713285       29.4382384 
 00:53:27.75  +39:50:44.71       28.3113285       29.3782384 
 00:53:32.33  +39:50:59.75       28.0430329       29.1968983 
 00:53:32.59  +39:51:00.59       26.1189002       26.8705963 
 00:53:26.39  +39:50:40.06       29.1952351       30.1425811 
 00:53:31.49  +39:50:56.90       28.9154764       29.9389085 
 00:53:23.44  +39:50:30.24       28.8027916       29.8805709 
 00:53:27.36  +39:50:43.20       28.6688851       29.8662283 
 00:53:32.03  +39:50:58.59       28.5623090       29.4879161 
 00:53:20.69  +39:50:21.09       24.8835307       25.7439212 
 00:53:28.48  +39:50:46.80       29.8757480       30.0839720 
 00:53:22.38  +39:50:26.43       29.0964568       29.9785862 
 00:53:24.35  +39:50:32.95       29.0652351       30.0125811 
 00:53:26.16  +39:50:38.92       28.6627764       30.1862028 
 00:53:29.22  +39:50:49.02       28.9132742       30.1432257 
 00:53:22.40  +39:50:26.45       28.8088851       30.0062283 
 00:53:25.93  +39:50:38.11       28.8596090       30.2852105 
 00:53:33.63  +39:51:03.47       28.2179198       29.1109187 
 00:53:21.65  +39:50:23.80       27.0815699       28.2245658 
 00:53:25.06  +39:50:35.11       27.7703481       28.9785607 
 00:53:25.25  +39:50:35.71       28.1869394       29.2212410 
 00:53:21.42  +39:50:23.00       28.4286438       29.5499009 
 00:53:19.60  +39:50:16.96       29.2813134       30.7938704 
 00:53:22.67  +39:50:27.08       28.3271807       29.4375684 
 00:53:27.48  +39:50:42.93       28.9439982       30.4022079 
 00:53:19.03  +39:50:15.00       28.5962003       29.8478907 
 00:53:27.97  +39:50:44.51       27.5849786       28.9018856 
 00:53:31.84  +39:50:57.27       29.0198655       30.0759059 
 00:53:34.40  +39:51:05.66       28.6179047       29.9565506 
 00:53:21.68  +39:50:23.64       29.0686438       30.1899009 
 00:53:26.12  +39:50:38.33       28.7113285       29.7782384 
 00:53:24.32  +39:50:32.30       28.3888851       29.5862283 
 00:53:28.68  +39:50:46.69       28.1432742       29.3732257 
 00:53:19.39  +39:50:15.95       28.8993677       30.2488831 
 00:53:21.48  +39:50:22.81       29.2845111       30.0035989 
 00:53:25.41  +39:50:35.71       27.8298655       28.8859059 
 00:53:23.74  +39:50:30.05       28.9440133       29.9565760 
 00:53:30.65  +39:50:52.90       28.4052351       29.3525811 
 00:53:21.27  +39:50:21.87       29.3569394       30.3912410 
 00:53:22.85  +39:50:27.06       28.5649937       29.4362537 
 00:53:17.76  +39:50:10.19       28.8513134       30.3638704 
 00:53:19.25  +39:50:15.08       28.9213285       29.9882384 
 00:53:30.14  +39:50:51.01       26.2608459       27.1755836 
 00:53:30.52  +39:50:52.26       27.4066981       28.3649136 
 00:53:21.93  +39:50:23.79       29.2642698       29.9072715 
 00:53:25.01  +39:50:33.99       28.6371807       29.7475684 
 00:53:22.99  +39:50:27.29       28.9971959       29.6619364 
 00:53:18.52  +39:50:12.45       28.3001068       29.4322333 
 00:53:25.49  +39:50:35.47       28.6803481       29.8885607 
 00:53:27.83  +39:50:43.19       27.7710872       28.7619110 
 00:53:26.35  +39:50:38.24       29.0403633       29.8029288 
 00:53:29.98  +39:50:50.20       29.0901068       30.2222333 
 00:53:23.49  +39:50:28.73       28.5984025       29.6435735 
 00:53:21.46  +39:50:21.98       28.8991264       30.1725557 
 00:53:28.15  +39:50:44.05       28.6896090       30.1152105 
 00:53:27.95  +39:50:43.27       28.7252351       29.6725811 
 00:53:26.64  +39:50:38.79       29.0496242       30.0295785 
 00:53:27.58  +39:50:41.88       28.0796242       29.0595785 
 00:53:27.80  +39:50:42.56       28.8798655       29.9359059 
 00:53:22.72  +39:50:25.77       28.4803481       29.6885607 
 00:53:27.25  +39:50:40.59       28.2569394       29.2912410 
 00:53:21.49  +39:50:21.48       28.2920525       29.5872206 
 00:53:21.98  +39:50:23.02       27.9981611       28.9672461 
 00:53:23.69  +39:50:28.67       27.9384025       28.9835735 
 00:53:31.53  +39:50:54.49       29.5569394       30.5912410 
 00:53:20.05  +39:50:16.53       27.6713285       28.7382384 
 00:53:31.16  +39:50:53.25       28.8486438       29.9699009 
 00:53:29.84  +39:50:48.75       28.8981611       29.8672461 
 00:53:29.09  +39:50:46.25       29.0559590       30.2315633 
 00:53:18.66  +39:50:11.72       28.2235155       29.5295531 
 00:53:28.28  +39:50:43.53       28.5864416       29.9142181 
 00:53:32.51  +39:50:57.48       29.0501523       28.8453376 
 00:53:22.05  +39:50:22.83       29.1759590       30.3515633 
 00:53:19.50  +39:50:14.36       28.7918112       30.0108932 
 00:53:20.51  +39:50:17.69       29.0744960       30.2392308 
 00:53:24.18  +39:50:29.74       28.4254764       29.4489085 
 00:53:18.74  +39:50:11.69       28.1749937       29.0462537 
 00:53:29.64  +39:50:47.70       28.7570000       28.0087133 
 00:53:29.82  +39:50:48.28       29.5200917       31.0978653 
 00:53:33.14  +39:50:59.14       28.7225351       30.1698754 
 00:53:27.17  +39:50:39.44       26.7754612       28.2445404 
 00:53:29.55  +39:50:47.25       29.0125503       30.0142435 
 00:53:21.11  +39:50:19.38       28.6310872       29.6219110 
 00:53:33.70  +39:51:00.91       29.0705894       30.3548881 
 00:53:23.12  +39:50:25.96       27.5759590       28.7515633 
 00:53:25.90  +39:50:35.14       29.0676785       29.8845912 
 00:53:33.53  +39:51:00.26       29.6316153       29.4376700 
 00:53:32.43  +39:50:56.59       28.7037720       29.6402486 
 00:53:30.01  +39:50:48.55       25.8291416       26.6569237 
 00:53:22.69  +39:50:24.35       28.2701068       29.4022333 
 00:53:26.05  +39:50:35.45       28.7957177       29.8952359 
 00:53:26.93  +39:50:38.35       29.0137569       30.3958805 
 00:53:24.09  +39:50:28.95       28.1925503       29.1942435 
 00:53:33.73  +39:51:00.75       28.4788851       29.6762283 
 00:53:31.23  +39:50:52.46       29.0462155       29.8522588 
 00:53:33.95  +39:51:01.39       27.5403481       28.7485607 
 00:53:22.60  +39:50:23.90       29.4123090       30.3379161 
 00:53:27.20  +39:50:39.09       29.0491264       30.3225557 
 00:53:20.93  +39:50:18.34       28.7601220       29.4466014 
 00:53:33.60  +39:51:00.18       29.2237720       30.1602486 
 00:53:29.73  +39:50:47.35       29.0157177       30.1152359 
 00:53:18.71  +39:50:10.93       28.7335155       30.0395531 
 00:53:29.66  +39:50:47.01       29.4520525       30.7472206 
 00:53:34.59  +39:51:03.28       28.3179047       29.6565506 
 00:53:19.91  +39:50:14.70       29.2754764       30.2989085 
 00:53:22.58  +39:50:23.51       29.2910872       30.2819110 
 00:53:29.09  +39:50:45.02       28.5357177       29.6352359 
 00:53:22.01  +39:50:21.59       29.1866981       30.1449136 
 00:53:20.82  +39:50:17.59       28.9732742       30.2032257 
 00:53:26.47  +39:50:36.25       28.9415699       30.0845658 
 00:53:22.36  +39:50:22.55       29.6349937       30.5062537 
 00:53:34.48  +39:51:02.52       28.3215699       29.4645658 
 00:53:20.22  +39:50:15.40       28.9852351       29.9325811 
 00:53:22.13  +39:50:21.73       28.8013285       29.8682384 
 00:53:24.31  +39:50:28.93       27.2981611       28.2672461 
 00:53:24.32  +39:50:28.94       28.2871807       29.3975684 
 00:53:26.58  +39:50:36.25       28.1901068       29.3222333 
 00:53:19.76  +39:50:13.62       28.6503481       29.8585607 
 00:53:26.23  +39:50:34.98       28.8081460       30.2228780 
 00:53:24.57  +39:50:29.44       28.9023241       29.3822842 
 00:53:18.86  +39:50:10.59       28.9254612       30.3945404 
 00:53:27.50  +39:50:39.12       28.7081611       29.6772461 
 00:53:19.00  +39:50:11.01       28.2191264       29.4925557 
 00:53:20.98  +39:50:17.52       28.6805894       29.9648881 
 00:53:31.18  +39:50:51.18       28.7235307       29.5839212 
 00:53:19.46  +39:50:12.41       27.9932742       29.2232257 
 00:53:27.06  +39:50:37.34       29.0474220       30.2338958 
 00:53:29.72  +39:50:46.08       29.8769546       30.4656090 
 00:53:34.31  +39:51:01.23       29.3418263       30.1152613 
 00:53:26.81  +39:50:36.42       29.4074220       30.5938958 
 00:53:21.20  +39:50:17.85       29.0981460       30.5128780 
 00:53:21.02  +39:50:17.05       27.7847373       29.0255582 
 00:53:31.58  +39:50:51.87       28.6162155       29.4222588 
 00:53:18.38  +39:50:08.23       29.0264568       29.9085862 
 00:53:19.92  +39:50:13.27       28.7337720       29.6702486 
 00:53:28.63  +39:50:42.05       28.1323090       29.0579161 
 00:53:24.78  +39:50:29.27       28.8879198       29.7809187 
 00:53:26.31  +39:50:34.28       29.0293829       29.9332511 
 00:53:21.65  +39:50:18.83       25.1210872       26.1119110 
 00:53:26.68  +39:50:35.44       28.8901068       30.0222333 
 00:53:31.56  +39:50:51.52       28.6415850       29.3389339 
 00:53:23.81  +39:50:25.90       29.1520676       30.0015887 
 00:53:29.45  +39:50:44.54       27.5888851       28.7862283 
 00:53:23.15  +39:50:23.61       25.3820676       26.2315887 
 00:53:23.81  +39:50:25.83       29.1081460       30.5228780 
 00:53:24.41  +39:50:27.76       29.4991416       30.3269237 
 00:53:26.15  +39:50:33.50       28.5398807       29.1502740 
 00:53:26.63  +39:50:35.12       29.1674220       30.3538958 
 00:53:26.95  +39:50:36.15       25.2786589       25.9542689 
 00:53:30.44  +39:50:47.69       24.4479956       23.1127590 
 00:53:21.08  +39:50:16.73       27.8542546       28.9429034 
 00:53:23.58  +39:50:25.01       29.3118112       30.5308932 
 00:53:22.87  +39:50:22.59       29.1774220       30.3638958 
 00:53:32.87  +39:50:55.61       28.9313134       30.4438704 
 00:53:22.68  +39:50:21.92       28.0242546       29.1129034 
 00:53:26.87  +39:50:35.79       29.6508611       30.1199517 
 00:53:32.70  +39:50:54.96       28.2891264       29.5625557 
 00:53:21.69  +39:50:18.50       30.1874827       29.5913681 
 00:53:22.29  +39:50:20.52       28.8952199       30.2882130 
 00:53:25.18  +39:50:30.06       28.6544960       29.8192308 
 00:53:32.48  +39:50:54.16       28.8920525       30.1872206 
 00:53:27.22  +39:50:36.71       27.0625351       28.5098754 
 00:53:32.87  +39:50:55.18       28.0669394       29.1012410 
 00:53:25.36  +39:50:30.28       28.7749786       30.0918856 
 00:53:27.05  +39:50:35.86       27.9384025       28.9835735 
 00:53:29.90  +39:50:45.25       28.1901068       29.3222333 
 00:53:21.46  +39:50:17.27       29.0591264       30.3325557 
 00:53:22.96  +39:50:22.15       27.3352351       28.2825811 
 00:53:34.01  +39:50:58.57       28.9132591       30.5888576 
 00:53:20.39  +39:50:13.57       28.9996090       30.4252105 
 00:53:26.89  +39:50:35.06       25.5035307       26.3639212 
 00:53:19.81  +39:50:11.63       25.1169394       26.1512410 
 00:53:19.30  +39:50:09.81       28.4413285       29.5082384 
 00:53:25.93  +39:50:31.75       28.6827916       29.7605709 
 00:53:33.40  +39:50:56.27       28.8071807       29.9175684 
 00:53:20.54  +39:50:13.80       29.0113285       30.0782384 
 00:53:24.40  +39:50:26.50       28.7281611       29.6972461 
 00:53:33.60  +39:50:56.90       26.1869394       27.2212410 
 00:53:23.09  +39:50:22.15       29.0379198       29.9309187 
 00:53:26.76  +39:50:34.25       29.7823241       30.2622842 
 00:53:21.99  +39:50:18.48       28.6140133       29.6265760 
 00:53:31.19  +39:50:48.83       29.3957177       30.4952359 
 00:53:24.55  +39:50:26.89       28.6581611       29.6272461 
 00:53:28.06  +39:50:38.46       30.4242849       30.6216395 
 00:53:19.92  +39:50:11.52       29.0008459       29.9155836 
 00:53:29.12  +39:50:41.85       28.7591416       29.5869237 
 00:53:30.35  +39:50:45.91       27.4847524       28.2799263 
 00:53:18.87  +39:50:07.94       28.3259590       29.5015633 
 00:53:33.61  +39:50:56.55       29.1069394       30.1412410 
 00:53:30.47  +39:50:46.14       28.5127916       29.5905709 
 00:53:22.78  +39:50:20.66       27.4227916       28.5005709 
 00:53:25.20  +39:50:28.65       29.4776634       30.7402232 
 00:53:30.66  +39:50:46.65       29.1142546       30.2029034 
 00:53:18.95  +39:50:07.91       28.8376785       29.6545912 
 00:53:24.23  +39:50:25.37       28.8271807       29.9375684 
 00:53:33.93  +39:50:57.44       28.5525351       29.9998754 
 00:53:18.12  +39:50:05.11       28.5627613       30.5318348 
 00:53:21.79  +39:50:17.22       28.7527916       29.8305709 
 00:53:21.12  +39:50:14.97       29.2040133       30.2165760 
 00:53:30.74  +39:50:46.78       27.7127916       28.7905709 
 00:53:22.84  +39:50:20.55       28.1103481       29.3185607 
 00:53:23.71  +39:50:23.40       29.4681611       30.4372461 
 00:53:22.53  +39:50:19.45       29.1284025       30.1735735 
 00:53:24.65  +39:50:26.46       29.0742546       30.1629034 
 00:53:18.34  +39:50:05.51       29.2498655       30.3059059 
 00:53:29.40  +39:50:42.07       25.3062155       26.1122588 
 00:53:28.62  +39:50:39.46       28.0779198       28.9709187 
 00:53:21.16  +39:50:14.62       29.0501220       29.7366014 
 00:53:23.23  +39:50:21.34       28.7008308       30.0612156 
 00:53:21.46  +39:50:15.42       28.7788699       30.4218602 
 00:53:28.46  +39:50:38.49       24.9981611       25.9672461 
 00:53:28.90  +39:50:39.86       28.4135307       29.2739212 
 00:53:30.24  +39:50:44.29       28.4074220       29.5938958 
 00:53:27.55  +39:50:35.35       29.4710872       30.4619110 
 00:53:32.54  +39:50:51.82       28.9854764       30.0089085 
 00:53:25.43  +39:50:28.29       29.0701220       29.7566014 
 00:53:32.26  +39:50:50.88       29.2362003       30.4878907 
 00:53:26.82  +39:50:32.90       28.4808308       29.8412156 
 00:53:20.43  +39:50:11.76       29.4603481       30.6685607 
 00:53:26.36  +39:50:31.34       28.3008459       29.2155836 
 00:53:19.54  +39:50:08.77       30.1147524       30.9099263 
 00:53:27.92  +39:50:36.37       29.4642698       30.1072715 
 00:53:32.40  +39:50:51.17       27.4196242       28.3995785 
 00:53:30.70  +39:50:45.49       27.8830329       29.0368983 
 00:53:31.60  +39:50:48.45       22.1157783       21.4327082 
 00:53:18.70  +39:50:05.78       29.0771807       30.1875684 
 00:53:28.31  +39:50:37.40       26.0969394       27.1312410 
 00:53:18.53  +39:50:05.07       28.6827916       29.7605709 
 00:53:26.08  +39:50:29.97       29.1164568       29.9985862 
 00:53:20.77  +39:50:12.37       28.5893677       29.9388831 
 00:53:28.04  +39:50:36.37       29.1386589       29.8142689 
 00:53:24.62  +39:50:24.96       29.3859590       30.5615633 
 00:53:27.36  +39:50:33.98       28.6732894       29.4575938 
 00:53:26.80  +39:50:32.10       28.4903481       29.6985607 
 00:53:18.80  +39:50:05.62       25.2379198       26.1309187 
 00:53:20.99  +39:50:12.86       28.6415699       29.7845658 
 00:53:23.59  +39:50:21.45       28.1342546       29.2229034 
 00:53:24.27  +39:50:23.68       28.2086438       29.3299009 
 00:53:33.94  +39:50:55.56       28.9298655       29.9859059 
 00:53:19.05  +39:50:06.31       28.9152199       30.3082130 
 00:53:33.87  +39:50:55.24       28.0766981       29.0349136 
 00:53:20.00  +39:50:09.37       28.6671807       29.7775684 
 00:53:33.69  +39:50:54.55       28.0086438       29.1299009 
 00:53:31.28  +39:50:46.58       29.4023544       28.9910203 
 00:53:30.05  +39:50:42.39       29.3144960       30.4792308 
 00:53:32.86  +39:50:51.59       29.2232742       30.4532257 
 00:53:33.91  +39:50:55.07       24.0239982       25.4822079 
 00:53:18.37  +39:50:03.71       27.8596242       28.8395785 
 00:53:32.69  +39:50:50.96       29.9901220       30.6766014 
 00:53:18.91  +39:50:05.30       28.1008459       29.0155836 
 00:53:20.59  +39:50:10.86       25.0193829       25.9232511 
 00:53:31.82  +39:50:47.94       28.8179047       30.1565506 
 00:53:30.98  +39:50:45.17       24.1976785       25.0145912 
 00:53:23.69  +39:50:20.94       29.1601068       30.2922333 
 00:53:28.54  +39:50:36.84       29.4828067       30.1149390 
 00:53:25.89  +39:50:28.02       29.7679198       30.6609187 
 00:53:18.05  +39:50:01.99       28.6562003       29.9078907 
 00:53:33.23  +39:50:52.11       29.4762003       30.7278907 
 00:53:24.03  +39:50:21.67       28.9013285       29.9682384 
 00:53:30.47  +39:50:42.93       29.2027916       30.2805709 
 00:53:31.46  +39:50:46.20       27.2903481       28.4985607 
 00:53:30.21  +39:50:42.04       28.4625503       29.4642435 
 00:53:33.10  +39:50:51.54       28.7416305       28.1020381 
 00:53:34.06  +39:50:54.72       28.1469394       29.1812410 
 00:53:28.39  +39:50:35.96       28.9898655       30.0459059 
 00:53:22.55  +39:50:16.63       28.3425503       29.3442435 
 00:53:33.04  +39:50:51.25       29.1362155       29.9422588 
 00:53:30.89  +39:50:44.08       28.1627764       29.6862028 
 00:53:31.46  +39:50:45.99       28.5215699       29.6645658 
 00:53:24.96  +39:50:24.50       24.1667133       24.6792816 
 00:53:26.62  +39:50:29.98       28.7398503       30.2415379 
 00:53:18.23  +39:50:02.16       28.4413285       29.5082384 
 00:53:25.40  +39:50:25.85       28.9098655       29.9659059 
 00:53:28.00  +39:50:34.40       29.7082066       29.3403503 
 00:53:26.19  +39:50:28.40       27.9659590       29.1415633 
 00:53:26.92  +39:50:30.74       28.9779198       29.8709187 
 00:53:18.90  +39:50:04.19       28.2703481       29.4785607 
 00:53:20.78  +39:50:10.32       28.9427916       30.0205709 
 00:53:31.38  +39:50:45.31       28.6847373       29.9255582 
 00:53:22.75  +39:50:16.79       29.2593677       30.6088831 
 00:53:20.24  +39:50:08.44       27.9047373       29.1455582 
 00:53:18.82  +39:50:03.67       28.5657177       29.6652359 
 00:53:20.97  +39:50:10.82       28.8725654       29.4286116 
 00:53:21.39  +39:50:12.19       27.1562003       28.4078907 
 00:53:28.63  +39:50:36.06       28.5793677       29.9288831 
 00:53:28.87  +39:50:36.83       28.1335307       28.9939212 
 00:53:31.02  +39:50:43.88       28.5742546       29.6629034 
 00:53:21.44  +39:50:12.19       28.4057177       29.5052359 
 00:53:26.07  +39:50:27.49       28.0981611       29.0672461 
 00:53:27.10  +39:50:30.89       29.6211024       30.1662791 
 00:53:18.42  +39:50:02.10       28.7191264       29.9925557 
 00:53:29.49  +39:50:38.51       28.9857177       30.0852359 
 00:53:25.49  +39:50:25.28       29.2601068       30.3922333 
 00:53:23.85  +39:50:19.70       29.4145111       30.1335989 
 00:53:30.41  +39:50:41.19       30.2044960       31.3692308 
 00:53:18.73  +39:50:02.52       28.2064871       28.1973223 
 00:53:25.14  +39:50:23.72       24.1884025       25.2335735 
 00:53:30.81  +39:50:42.44       28.4618112       29.6808932 
 00:53:19.80  +39:50:06.03       28.3520525       29.6472206 
 00:53:20.51  +39:50:08.31       29.0913285       30.1582384 
 00:53:23.25  +39:50:17.32       28.6915699       29.8345658 
 00:53:28.90  +39:50:35.98       28.8764416       30.2042181 
 00:53:33.93  +39:50:52.55       24.4370152       23.2430813 
 00:53:19.61  +39:50:05.20       29.3678895       31.1521825 
 00:53:19.14  +39:50:03.61       27.7952199       29.1882130 
 00:53:23.52  +39:50:18.07       29.5532894       30.3375938 
 00:53:30.11  +39:50:39.83       28.9747524       29.7699263 
 00:53:28.54  +39:50:34.54       28.8640133       29.8765760 
 00:53:22.74  +39:50:15.27       29.3637720       30.3002486 
 00:53:30.09  +39:50:39.56       28.4010872       29.3919110 
 00:53:26.61  +39:50:28.00       28.4659590       29.6415633 
 00:53:20.34  +39:50:07.27       28.7857177       29.8852359 
 00:53:19.41  +39:50:04.14       28.0488851       29.2462283 
 00:53:32.33  +39:50:46.81       28.7749937       29.6462537 
 00:53:22.85  +39:50:15.50       28.8918263       29.6652613 
 00:53:19.46  +39:50:04.24       28.4184025       29.4635735 
 00:53:28.46  +39:50:33.84       28.9993829       29.9032511 
 00:53:27.69  +39:50:31.25       28.5808308       29.9412156 
 00:53:19.22  +39:50:03.15       28.8342546       29.9229034 
 00:53:29.61  +39:50:37.48       28.9344960       30.0992308 
 00:53:19.23  +39:50:03.14       28.5981611       29.5672461 
 00:53:28.15  +39:50:32.63       28.6847373       29.9255582 
 00:53:29.51  +39:50:37.13       27.8371807       28.9475684 
 00:53:24.42  +39:50:20.24       29.0430481       29.7512664 
 00:53:32.11  +39:50:45.61       28.4174220       29.6038958 
 00:53:28.11  +39:50:32.38       27.2752351       28.2225811 
 00:53:32.14  +39:50:45.69       28.1730329       29.3268983 
 00:53:34.60  +39:50:53.76       29.0957480       29.3039720 
 00:53:20.44  +39:50:06.94       26.6152351       27.5625811 
 00:53:29.75  +39:50:37.64       28.4352351       29.3825811 
 00:53:33.22  +39:50:49.12       27.7298655       28.7859059 
 00:53:29.34  +39:50:36.20       22.5025654       23.0586116 
 00:53:23.08  +39:50:15.50       28.6932742       29.9232257 
 00:53:32.55  +39:50:46.79       29.0164568       29.8985862 
 00:53:28.78  +39:50:34.27       29.0906198       29.4836243 
 00:53:31.42  +39:50:42.94       28.8401068       29.9722333 
 00:53:31.71  +39:50:43.87       27.6025503       28.6042435 
 00:53:24.06  +39:50:18.52       29.1491416       29.9769237 
 00:53:19.48  +39:50:03.29       28.0113285       29.0782384 
 00:53:26.88  +39:50:27.75       28.7188851       29.9162283 
 00:53:31.12  +39:50:41.69       28.2552199       29.6482130 
 00:53:18.09  +39:49:58.62       25.9766981       26.9349136 
 00:53:18.17  +39:49:58.85       28.7827916       29.8605709 
 00:53:31.19  +39:50:41.77       28.3110721       29.7475430 
 00:53:19.26  +39:50:02.32       29.3615699       30.5045658 
 00:53:29.39  +39:50:35.81       27.0352351       27.9825811 
 00:53:19.88  +39:50:04.33       28.5644960       29.7292308 
 00:53:31.32  +39:50:42.08       28.9920525       30.2872206 
 00:53:32.09  +39:50:44.55       28.8493829       29.7532511 
 00:53:21.56  +39:50:09.67       28.1608459       29.0755836 
 00:53:22.17  +39:50:11.70       28.4149786       29.7318856 
 00:53:25.97  +39:50:24.25       28.1515699       29.2945658 
 00:53:32.76  +39:50:46.60       28.4759590       29.6515633 
 00:53:20.69  +39:50:06.71       28.8881611       29.8572461 
 00:53:34.96  +39:50:53.81       27.9979047       29.3365506 
 00:53:21.39  +39:50:08.90       28.5671656       30.1232003 
 00:53:31.77  +39:50:43.22       27.4132894       28.1975938 
 00:53:24.96  +39:50:20.69       28.7240133       29.7365760 
 00:53:18.51  +39:49:59.35       28.8137720       29.7502486 
 00:53:18.20  +39:49:58.17       28.4562003       29.7078907 
 00:53:19.10  +39:50:01.14       27.8922786       29.7091800 
 00:53:23.38  +39:50:15.31       28.6779198       29.5709187 
 00:53:19.45  +39:50:02.22       29.0493677       30.3988831 
 00:53:25.29  +39:50:21.51       28.4852199       29.8782130 
 00:53:18.63  +39:49:59.48       29.0001068       30.1322333 
 00:53:21.98  +39:50:10.53       29.3993677       30.7488831 
 00:53:22.79  +39:50:13.22       28.4805894       29.7648881 
 00:53:21.28  +39:50:08.17       28.2186438       29.3399009 
 00:53:19.45  +39:50:02.04       29.6818112       30.9008932 
 00:53:19.07  +39:50:00.65       25.4047524       26.1999263 
 00:53:24.25  +39:50:17.78       28.2266981       29.1849136 
 00:53:24.27  +39:50:17.84       28.3542546       29.4429034 
 00:53:34.05  +39:50:50.11       29.0318112       30.2508932 
 00:53:19.48  +39:50:01.95       28.2179047       29.5565506 
 00:53:23.94  +39:50:16.63       28.3159590       29.4915633 
 00:53:26.59  +39:50:25.39       28.7064416       30.0342181 
 00:53:18.38  +39:49:58.20       28.4688851       29.6662283 
 00:53:18.95  +39:50:00.02       27.7501068       28.8822333 
 00:53:21.85  +39:50:09.62       28.6352199       30.0282130 
 00:53:29.68  +39:50:35.45       29.2852351       30.2325811 
 00:53:24.28  +39:50:17.57       28.6220525       29.9172206 
 00:53:19.61  +39:50:02.09       28.5803481       29.7885607 
 00:53:21.38  +39:50:07.93       29.1496242       30.1295785 
 00:53:21.13  +39:50:07.07       28.6069394       29.6412410 
 00:53:27.38  +39:50:27.75       25.5003633       26.2629288 
 00:53:28.58  +39:50:31.70       28.1991416       29.0269237 
 00:53:29.62  +39:50:35.13       24.2579198       25.1509187 
 00:53:26.90  +39:50:26.11       28.6612982       30.6195023 
 00:53:27.75  +39:50:28.95       29.6257328       30.2796040 
 00:53:28.88  +39:50:32.69       29.2157632       28.9783401 
 00:53:26.07  +39:50:23.36       28.4047524       29.1999263 
 00:53:28.49  +39:50:31.33       29.5906198       29.9836243 
 00:53:31.77  +39:50:42.16       29.3364568       30.2185862 
 00:53:20.41  +39:50:04.53       28.6744808       30.2848627 
 00:53:18.68  +39:49:58.75       27.8383873       29.3292054 
 00:53:28.16  +39:50:30.03       28.3181611       29.2872461 
 00:53:30.29  +39:50:37.04       23.4557328       24.1096040 
 00:53:24.48  +39:50:17.86       28.4898655       29.5459059 
 00:53:30.44  +39:50:37.48       29.0935307       29.9539212 
 00:53:31.57  +39:50:41.20       28.6442546       29.7329034 
 00:53:31.98  +39:50:42.53       28.5413285       29.6082384 
 00:53:19.48  +39:50:01.22       29.1642546       30.2529034 
 00:53:24.84  +39:50:18.79       28.0108459       28.9255836 
 00:53:25.79  +39:50:21.92       27.9864416       29.3142181 
 00:53:26.86  +39:50:25.40       28.5940133       29.6065760 
 00:53:27.04  +39:50:25.92       29.1703481       30.3785607 
 00:53:29.71  +39:50:34.75       24.6508459       25.5655836 
 00:53:31.14  +39:50:39.38       28.8498655       29.9059059 
 00:53:19.28  +39:50:00.18       27.9913285       29.0582384 
 00:53:19.59  +39:50:01.20       27.5991264       28.8725557 
 00:53:32.56  +39:50:44.05       28.7993677       30.1488831 
 00:53:33.96  +39:50:48.64       28.9593677       30.3088831 
 00:53:19.14  +39:49:59.62       28.3481460       29.7628780 
 00:53:19.29  +39:50:00.15       27.9947373       29.2355582 
 00:53:18.51  +39:49:57.50       27.8844960       29.0492308 
 00:53:31.38  +39:50:40.02       29.0059590       30.1815633 
 00:53:23.44  +39:50:13.75       28.8166829       30.2205455 
 00:53:30.95  +39:50:38.54       28.1481611       29.1172461 
 00:53:22.27  +39:50:09.83       28.2303633       28.9929288 
 00:53:24.00  +39:50:15.50       28.9213285       29.9882384 
 00:53:26.25  +39:50:22.90       27.8064568       28.6885862 
 00:53:19.27  +39:49:59.78       30.0052199       31.3982130 
 00:53:32.31  +39:50:42.81       28.5266981       29.4849136 
 00:53:25.12  +39:50:19.06       28.2415699       29.3845658 
 00:53:25.09  +39:50:18.95       26.3664416       27.6942181 
 00:53:30.73  +39:50:37.57       28.3318112       29.5508932 
 00:53:19.05  +39:49:58.94       28.2742395       29.8085353 
 00:53:19.05  +39:49:58.86       27.5364416       28.8642181 
 00:53:22.55  +39:50:10.46       29.1791416       30.0069237 
 00:53:21.63  +39:50:07.34       28.5320525       29.8272206 
 00:53:27.17  +39:50:25.65       28.0376482       29.7458551 
 00:53:28.31  +39:50:29.42       28.5793829       29.4832511 
 00:53:19.22  +39:49:59.33       28.0871807       29.1975684 
 00:53:32.89  +39:50:44.50       28.4769394       29.5112410 
 00:53:26.32  +39:50:22.79       29.1581763       29.6816141 
 00:53:27.44  +39:50:26.44       28.3593677       29.7088831 
 00:53:18.54  +39:49:56.98       29.2243153       28.5303757 
 00:53:23.81  +39:50:14.38       28.9923090       29.9179161 
 00:53:29.64  +39:50:33.63       28.6488851       29.8462283 
 00:53:30.56  +39:50:36.67       28.4418112       29.6608932 
 00:53:29.30  +39:50:32.41       28.3086438       29.4299009 
 00:53:29.97  +39:50:34.63       28.1569394       29.1912410 
