          RA           DEC             R062             Z087 
 00.49.09.27  +40.18.33.57       29.1952199       30.5882130 
 00.49.15.00  +40.17.09.69       28.8444960       30.0092308 
 00.49.07.02  +40.19.06.53       28.9652199       30.3582130 
 00.49.11.93  +40.17.54.64       29.0788851       30.2762283 
 00.49.05.79  +40.19.24.46       27.9649786       29.2818856 
 00.49.05.94  +40.19.22.34       28.5420525       29.8372206 
 00.49.07.20  +40.19.03.80       28.5884025       29.6335735 
 00.49.08.56  +40.18.43.94       29.9274372       30.6682638 
 00.49.14.40  +40.17.18.40       25.4637720       26.4002486 
 00.49.08.75  +40.18.41.14       25.5276785       26.3445912 
 00.49.06.92  +40.19.07.84       28.3971807       29.5075684 
 00.49.04.83  +40.19.38.36       28.2098655       29.2659059 
 00.49.07.85  +40.18.54.05       27.9844960       29.1492308 
 00.49.08.01  +40.18.51.83       29.0962155       29.9022588 
 00.49.13.30  +40.17.34.27       29.0049786       30.3218856 
 00.49.09.42  +40.18.31.04       28.9976634       30.2602232 
 00.49.06.43  +40.19.14.79       28.8666981       29.8249136 
 00.49.06.21  +40.19.17.88       27.9684025       29.0135735 
 00.49.06.40  +40.19.15.18       28.9142698       29.5572715 
 00.49.14.56  +40.17.15.56       28.2527916       29.3305709 
 00.49.08.89  +40.18.38.59       28.6754612       30.1445404 
 00.49.14.68  +40.17.13.79       29.0774220       30.2638958 
 00.49.14.02  +40.17.23.37       29.3566981       30.3149136 
 00.49.13.43  +40.17.32.08       29.4523090       30.3779161 
 00.49.15.12  +40.17.07.31       28.8591416       29.6869237 
 00.49.11.92  +40.17.54.12       27.9615699       29.1045658 
 00.49.13.64  +40.17.28.97       29.4162155       30.2222588 
 00.49.04.82  +40.19.37.97       28.3940133       29.4065760 
 00.49.09.94  +40.18.23.03       29.0971807       30.2075684 
 00.49.15.15  +40.17.06.65       29.0674220       30.2538958 
 00.49.05.08  +40.19.34.17       27.6918263       28.4652613 
 00.49.08.90  +40.18.38.21       29.3993677       30.7488831 
 00.49.13.61  +40.17.29.19       28.9240133       29.9365760 
 00.49.09.37  +40.18.31.25       29.0910872       30.0819110 
 00.49.13.19  +40.17.35.26       27.5159590       28.6915633 
 00.49.13.23  +40.17.34.71       28.0879198       28.9809187 
 00.49.09.72  +40.18.26.10       29.2857177       30.3852359 
 00.49.06.21  +40.19.17.33       28.2259590       29.4015633 
 00.49.07.52  +40.18.58.06       29.7162155       30.5222588 
 00.49.07.96  +40.18.51.73       28.1225503       29.1242435 
 00.49.09.40  +40.18.30.73       29.2298655       30.2859059 
 00.49.09.88  +40.18.23.73       28.5749937       29.4462537 
 00.49.10.95  +40.18.07.93       28.5886438       29.7099009 
 00.49.12.64  +40.17.43.21       29.4796242       30.4595785 
 00.49.08.36  +40.18.45.85       27.5871807       28.6975684 
 00.49.06.27  +40.19.16.47       29.8774372       30.6182638 
 00.49.12.98  +40.17.38.07       28.9532591       30.6288576 
 00.49.10.53  +40.18.13.94       29.0362003       30.2878907 
 00.49.10.70  +40.18.11.41       24.5926109       23.8117158 
 00.49.04.83  +40.19.37.40       28.0886438       29.2099009 
 00.49.05.05  +40.19.34.22       28.3888851       29.5862283 
 00.49.06.29  +40.19.16.06       28.5654764       29.5889085 
 00.49.10.93  +40.18.08.05       28.8505894       30.1348881 
 00.49.13.82  +40.17.25.65       29.1579198       30.0509187 
 00.49.14.44  +40.17.16.65       29.6157328       30.2696040 
 00.49.08.66  +40.18.41.29       28.2901068       29.4222333 
 00.49.09.05  +40.18.35.54       27.6062003       28.8578907 
 00.49.10.16  +40.18.19.30       29.5042546       30.5929034 
 00.49.12.90  +40.17.39.20       28.7042546       29.7929034 
 00.49.04.50  +40.19.42.01       28.5837720       29.5202486 
 00.49.09.36  +40.18.30.92       29.1410872       30.1319110 
 00.49.12.49  +40.17.44.98       28.8749786       30.1918856 
 00.49.12.72  +40.17.41.61       28.0766981       29.0349136 
 00.49.06.34  +40.19.15.04       29.4215699       30.5645658 
 00.49.06.54  +40.19.12.10       29.5093829       30.4132511 
 00.49.14.43  +40.17.16.48       28.1159590       29.2915633 
 00.49.07.99  +40.18.50.79       29.3557328       30.0096040 
 00.49.10.32  +40.18.16.67       29.5057328       30.1596040 
 00.49.08.36  +40.18.45.35       29.0196242       29.9995785 
 00.49.08.27  +40.18.46.56       28.7057177       29.8052359 
 00.49.13.37  +40.17.31.78       27.6286438       28.7499009 
 00.49.14.96  +40.17.08.37       29.0169546       29.6056090 
 00.49.07.96  +40.18.50.89       28.7427764       30.2662028 
 00.49.08.04  +40.18.49.70       28.5762003       29.8278907 
 00.49.15.21  +40.17.04.58       28.5022938       29.8735480 
 00.49.13.37  +40.17.31.56       29.6657177       30.7652359 
 00.49.06.21  +40.19.16.43       28.6691264       29.9425557 
 00.49.12.64  +40.17.42.24       29.7423090       30.6679161 
 00.49.06.60  +40.19.10.64       28.2471807       29.3575684 
 00.49.06.63  +40.19.10.28       29.0854612       30.5545404 
 00.49.10.04  +40.18.20.22       29.6467284       29.7136497 
 00.49.08.58  +40.18.41.60       29.2157177       30.3152359 
 00.49.10.07  +40.18.19.75       29.2806046       30.1192562 
 00.49.07.88  +40.18.51.78       29.2344960       30.3992308 
 00.49.12.44  +40.17.44.97       28.8332742       30.0632257 
 00.49.07.55  +40.18.56.44       27.4901068       28.6222333 
 00.49.11.22  +40.18.02.69       28.4196090       29.8452105 
 00.49.13.12  +40.17.34.93       29.4696242       30.4495785 
 00.49.13.19  +40.17.33.68       28.0840133       29.0965760 
 00.49.13.63  +40.17.27.27       26.7693829       27.6732511 
 00.49.14.32  +40.17.17.15       29.4864416       30.8142181 
 00.49.09.62  +40.18.26.04       28.9715699       30.1145658 
 00.49.10.45  +40.18.13.86       29.4849937       30.3562537 
 00.49.14.78  +40.17.10.24       27.3054764       28.3289085 
 00.49.13.99  +40.17.21.86       29.0064568       29.8885862 
 00.49.14.06  +40.17.20.75       28.0652351       29.0125811 
 00.49.04.91  +40.19.34.78       29.6766829       31.0805455 
 00.49.05.43  +40.19.27.18       28.6740133       29.6865760 
 00.49.08.07  +40.18.48.51       28.8262003       30.0778907 
 00.49.11.68  +40.17.55.53       28.2744960       29.4392308 
 00.49.06.59  +40.19.10.05       28.0162003       29.2678907 
 00.49.07.01  +40.19.03.87       29.1337720       30.0702486 
 00.49.08.31  +40.18.44.85       28.9803633       29.7429288 
 00.49.10.25  +40.18.16.46       28.6257177       29.7252359 
 00.49.13.31  +40.17.31.57       28.6871807       29.7975684 
 00.49.14.20  +40.17.18.64       29.2491416       30.0769237 
 00.49.11.25  +40.18.01.67       28.4884025       29.5335735 
 00.49.12.59  +40.17.42.12       29.2849937       30.1562537 
 00.49.13.91  +40.17.22.69       29.2854915       29.8632766 
 00.49.07.40  +40.18.58.06       29.0145111       29.7335989 
 00.49.09.94  +40.18.20.88       29.5725503       30.5742435 
 00.49.11.04  +40.18.04.82       29.0671959       29.7319364 
 00.49.12.69  +40.17.40.57       28.2710872       29.2619110 
 00.49.14.47  +40.17.14.54       28.9596242       29.9395785 
 00.49.06.95  +40.19.04.55       28.5074220       29.6938958 
 00.49.06.65  +40.19.08.94       29.5003633       30.2629288 
 00.49.15.04  +40.17.05.97       28.1018112       29.3208932 
 00.49.06.67  +40.19.08.60       28.8922938       30.2635480 
 00.49.08.24  +40.18.45.55       29.1281763       29.6516141 
 00.49.11.87  +40.17.52.43       29.3589002       30.1105963 
 00.49.12.20  +40.17.47.57       29.2308308       30.5912156 
 00.49.14.01  +40.17.21.06       29.3137720       30.2502486 
 00.49.05.85  +40.19.20.44       27.2810872       28.2719110 
 00.49.08.03  +40.18.48.62       28.5130329       29.6668983 
 00.49.12.42  +40.17.44.30       28.7952351       29.7425811 
 00.49.06.26  +40.19.14.44       28.3866981       29.3449136 
 00.49.10.47  +40.18.12.74       29.5527764       31.0762028 
 00.49.11.43  +40.17.58.62       27.1806046       28.0192562 
 00.49.14.09  +40.17.19.76       28.9015699       30.0445658 
 00.49.12.04  +40.17.49.63       29.1149937       29.9862537 
 00.49.12.24  +40.17.46.61       26.2479198       27.1409187 
 00.49.13.98  +40.17.21.13       27.1244960       28.2892308 
 00.49.05.06  +40.19.31.77       28.8108459       29.7255836 
 00.49.11.17  +40.18.02.20       28.4147373       29.6555582 
 00.49.08.75  +40.18.37.64       28.9240133       29.9365760 
 00.49.08.83  +40.18.36.42       29.4740285       30.0409441 
 00.49.08.76  +40.18.37.53       29.8852502       30.3869492 
 00.49.05.06  +40.19.31.50       27.6496242       28.6295785 
 00.49.08.95  +40.18.34.56       29.4344960       30.5992308 
 00.49.09.89  +40.18.20.74       29.6203481       30.8285607 
 00.49.04.68  +40.19.37.11       28.7676634       30.0302232 
 00.49.14.75  +40.17.09.47       28.1269394       29.1612410 
 00.49.12.34  +40.17.44.76       28.0466981       29.0049136 
 00.49.09.73  +40.18.23.05       28.6976634       29.9602232 
 00.49.13.91  +40.17.21.80       26.6522938       28.0235480 
 00.49.05.19  +40.19.29.37       29.3164568       30.1985862 
 00.49.06.04  +40.19.17.05       28.7513285       29.8182384 
 00.49.12.20  +40.17.46.73       29.0825351       30.5298754 
 00.49.04.73  +40.19.36.09       28.5496242       29.5295785 
 00.49.14.66  +40.17.10.70       28.2515699       29.3945658 
 00.49.05.88  +40.19.19.21       28.4042546       29.4929034 
 00.49.08.57  +40.18.39.79       28.9559590       30.1315633 
 00.49.09.68  +40.18.23.58       28.9440133       29.9565760 
 00.49.10.89  +40.18.05.82       26.9540133       27.9665760 
 00.49.12.99  +40.17.35.05       28.9454764       29.9689085 
 00.49.08.83  +40.18.36.07       29.4015699       30.5445658 
 00.49.10.00  +40.18.18.81       29.0759590       30.2515633 
 00.49.11.86  +40.17.51.55       28.7830329       29.9368983 
 00.49.11.00  +40.18.04.15       28.4913285       29.5582384 
 00.49.11.44  +40.17.57.72       28.1615699       29.3045658 
 00.49.09.83  +40.18.21.19       28.9106046       29.7492562 
 00.49.11.45  +40.17.57.47       28.7720525       30.0672206 
 00.49.12.67  +40.17.39.62       29.4481460       30.8628780 
 00.49.14.09  +40.17.18.72       28.7657177       29.8652359 
 00.49.08.47  +40.18.41.13       28.2969394       29.3312410 
 00.49.12.11  +40.17.47.76       28.8474069       30.4795277 
 00.49.04.67  +40.19.36.69       29.2864265       31.0598500 
 00.49.07.26  +40.18.58.75       25.2947524       26.0899263 
 00.49.08.29  +40.18.43.65       28.8098655       29.8659059 
 00.49.08.47  +40.18.40.94       29.3764416       30.7042181 
 00.49.06.09  +40.19.15.76       29.2883873       30.7792054 
 00.49.07.52  +40.18.54.85       28.1613285       29.2282384 
 00.49.08.96  +40.18.33.72       29.5454915       30.1232766 
 00.49.15.12  +40.17.03.50       28.5725351       30.0198754 
 00.49.08.26  +40.18.43.96       28.9788851       30.1762283 
 00.49.13.14  +40.17.32.50       28.5896242       29.5695785 
 00.49.13.95  +40.17.20.52       28.9725351       30.4198754 
 00.49.05.59  +40.19.23.03       28.5257177       29.6252359 
 00.49.11.30  +40.17.59.30       27.8508459       28.7655836 
 00.49.11.97  +40.17.49.55       28.7623090       29.6879161 
 00.49.05.87  +40.19.18.86       27.8742546       28.9629034 
 00.49.08.37  +40.18.42.27       27.8884025       28.9335735 
 00.49.09.53  +40.18.25.15       29.1279198       30.0209187 
 00.49.09.94  +40.18.19.15       29.2396090       30.6652105 
 00.49.14.22  +40.17.16.39       29.1823090       30.1079161 
 00.49.14.68  +40.17.09.69       29.5352502       30.0369492 
 00.49.11.18  +40.18.00.86       28.7891416       29.6169237 
 00.49.13.03  +40.17.33.70       28.5201068       29.6522333 
 00.49.11.39  +40.17.57.74       28.2854764       29.3089085 
 00.49.09.14  +40.18.30.65       30.0043153       29.3103757 
 00.49.06.49  +40.19.09.28       29.2535307       30.1139212 
 00.49.07.43  +40.18.55.54       28.4271656       29.9832003 
 00.49.13.53  +40.17.26.15       28.0742546       29.1629034 
 00.49.10.40  +40.18.12.02       29.0747373       30.3155582 
 00.49.12.11  +40.17.46.96       27.7159590       28.8915633 
 00.49.10.34  +40.18.12.85       28.2927916       29.3705709 
 00.49.12.39  +40.17.42.73       29.2723090       30.1979161 
 00.49.13.47  +40.17.26.91       23.5345111       24.2535989 
 00.49.06.38  +40.19.10.70       28.1171807       29.2275684 
 00.49.08.47  +40.18.40.02       28.7052351       29.6525811 
 00.49.09.42  +40.18.26.08       24.7020676       25.5515887 
 00.49.09.49  +40.18.24.94       27.9066981       28.8649136 
 00.49.12.80  +40.17.36.54       29.0506046       29.8892562 
 00.49.13.58  +40.17.25.09       28.5701068       29.7022333 
 00.49.06.32  +40.19.11.25       28.2552351       29.2025811 
 00.49.12.39  +40.17.42.51       28.5127916       29.5905709 
 00.49.12.34  +40.17.43.06       29.4789154       29.7849644 
 00.49.13.68  +40.17.23.46       28.7847524       29.5799263 
 00.49.09.50  +40.18.24.66       29.1130329       30.2668983 
 00.49.09.74  +40.18.21.06       29.7891416       30.6169237 
 00.49.14.13  +40.17.16.79       28.3440133       29.3565760 
 00.49.08.86  +40.18.33.95       28.3488851       29.5462283 
 00.49.04.27  +40.19.41.17       28.3886438       29.5099009 
 00.49.04.66  +40.19.35.47       29.5649634       31.3275175 
 00.49.08.46  +40.18.39.78       28.8947373       30.1355582 
 00.49.14.66  +40.17.08.89       28.6940133       29.7065760 
 00.49.10.00  +40.18.17.14       28.9486438       30.0699009 
 00.49.13.21  +40.17.30.09       30.3942546       31.4829034 
 00.49.06.03  +40.19.15.15       29.1866981       30.1449136 
 00.49.06.26  +40.19.11.87       28.1259590       29.3015633 
 00.49.07.60  +40.18.52.14       28.6688851       29.8662283 
 00.49.09.25  +40.18.27.97       28.8935155       30.1995531 
 00.49.10.94  +40.18.03.14       26.1166981       27.0749136 
 00.49.11.86  +40.17.49.71       30.0508762       30.0743198 
 00.49.07.07  +40.18.59.86       28.1813285       29.2482384 
 00.49.11.08  +40.18.01.08       28.6569394       29.6912410 
 00.49.11.47  +40.17.55.37       28.2542546       29.3429034 
 00.49.13.94  +40.17.19.23       28.8813285       29.9482384 
 00.49.06.83  +40.19.03.26       29.0186286       30.5855328 
 00.49.10.76  +40.18.05.68       28.6613285       29.7282384 
 00.49.05.85  +40.19.17.59       28.4644960       29.6292308 
 00.49.11.54  +40.17.54.15       28.8783873       30.3692054 
 00.49.09.18  +40.18.28.73       29.7240285       30.2909441 
 00.49.05.31  +40.19.25.35       29.2459590       30.4215633 
 00.49.06.42  +40.19.09.22       29.1523090       30.0779161 
 00.49.06.54  +40.19.07.34       29.8759742       30.6059314 
 00.49.07.05  +40.18.59.97       28.4388851       29.6362283 
 00.49.12.91  +40.17.34.05       28.7357177       29.8352359 
 00.49.08.75  +40.18.35.06       28.2374220       29.4238958 
 00.49.10.12  +40.18.14.85       28.6588851       29.8562283 
 00.49.06.47  +40.19.08.36       28.8859590       30.0615633 
 00.49.07.76  +40.18.49.40       25.0552351       26.0025811 
 00.49.09.48  +40.18.24.28       29.0693829       29.9732511 
 00.49.11.60  +40.17.53.20       28.6762003       29.9278907 
 00.49.09.52  +40.18.23.64       24.9230481       25.6312664 
 00.49.10.96  +40.18.02.59       29.0481611       30.0172461 
 00.49.12.36  +40.17.42.02       28.2727916       29.3505709 
 00.49.13.61  +40.17.23.63       29.1022938       30.4735480 
 00.49.06.80  +40.19.03.27       29.3381611       30.3072461 
 00.49.07.27  +40.18.56.49       29.0186438       30.1399009 
 00.49.09.10  +40.18.29.59       23.8901220       24.5766014 
 00.49.11.57  +40.17.53.46       29.1096242       30.0895785 
 00.49.12.86  +40.17.34.54       28.9481611       29.9172461 
 00.49.13.06  +40.17.31.62       28.2723090       29.1979161 
 00.49.10.27  +40.18.12.50       28.3640133       29.3765760 
 00.49.07.04  +40.18.59.76       28.4874220       29.6738958 
 00.49.04.77  +40.19.32.88       28.3340133       29.3465760 
 00.49.10.05  +40.18.15.55       25.4868345       22.4342262 
 00.49.14.75  +40.17.06.65       29.0771807       30.1875684 
 00.49.04.46  +40.19.37.44       27.9279198       28.8209187 
 00.49.07.45  +40.18.53.60       28.0054612       29.4745404 
 00.49.09.72  +40.18.20.26       26.9523090       27.8779161 
 00.49.10.51  +40.18.08.69       27.3698655       28.4259059 
 00.49.04.87  +40.19.31.29       29.4413285       30.5082384 
 00.49.08.11  +40.18.43.85       28.7830329       29.9368983 
 00.49.05.09  +40.19.27.95       29.1242546       30.2129034 
 00.49.08.07  +40.18.44.44       29.0037720       29.9402486 
 00.49.11.01  +40.18.01.39       28.3976634       29.6602232 
 00.49.07.62  +40.18.50.85       29.0671959       29.7319364 
 00.49.08.10  +40.18.43.85       28.4596242       29.4395785 
 00.49.13.52  +40.17.24.46       29.0847373       30.3255582 
 00.49.10.81  +40.18.04.13       29.2657177       30.3652359 
 00.49.12.75  +40.17.35.77       26.1066829       27.5105455 
 00.49.07.24  +40.18.56.39       28.5054764       29.5289085 
 00.49.12.05  +40.17.45.87       26.0676785       26.8845912 
