# File generated by CMD 3.2 (http://stev.oapd.inaf.it/cmd) on Fri Mar  8 04:16:14 CET 2019
# PARSEC isochrones, release v1.1 (Bressan et al. 2012)
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: CFHT/Megacam <i>u*g'r'i'z'</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
4.916e-05 10.061 0.7301157713 3.0387732983    0.730  0.014  3.8003  4.440    0 4.734 5.523 5.000 4.771 4.701 4.702
4.916e-05 10.061 0.7374107838 3.0425124168    0.737  0.060  3.8036  4.412    0 4.620 5.398 4.878 4.660 4.596 4.600
4.916e-05 10.061 0.7445643544 3.0461101532    0.744  0.107  3.8069  4.382    0 4.502 5.269 4.752 4.544 4.486 4.493
4.916e-05 10.061 0.7500000000 3.0487992764    0.750  0.146  3.8093  4.356    0 4.406 5.165 4.649 4.449 4.396 4.406
4.916e-05 10.061 0.7514970899 3.0495333672    0.751  0.156  3.8100  4.350    0 4.380 5.136 4.621 4.423 4.371 4.381
4.916e-05 10.061 0.7603942156 3.0538377762    0.760  0.225  3.8142  4.302    0 4.207 4.952 4.437 4.252 4.208 4.222
4.916e-05 10.061 0.7686096430 3.0577266216    0.768  0.297  3.8177  4.250    0 4.028 4.763 4.247 4.073 4.035 4.054
4.916e-05 10.061 0.7740613222 3.0602629185    0.773  0.349  3.8197  4.209    0 3.899 4.627 4.110 3.943 3.909 3.929
4.916e-05 10.061 0.7792302370 3.0626361370    0.778  0.401  3.8212  4.165    0 3.769 4.493 3.974 3.812 3.781 3.803
4.916e-05 10.061 0.7834562063 3.0645537376    0.782  0.446  3.8217  4.124    0 3.654 4.377 3.856 3.697 3.668 3.690
4.916e-05 10.061 0.7849520445 3.0652275085    0.784  0.465  3.8213  4.105    0 3.608 4.331 3.809 3.649 3.620 3.642
4.916e-05 10.061 0.7890161276 3.0670461655    0.788  0.519  3.8192  4.044    0 3.472 4.201 3.675 3.511 3.479 3.499
4.916e-05 10.061 0.7918598652 3.0683078766    0.791  0.562  3.8163  3.991    0 3.366 4.102 3.573 3.403 3.366 3.383
4.916e-05 10.061 0.7924662828 3.0685758591    0.791  0.571  3.8155  3.979    0 3.342 4.080 3.550 3.378 3.340 3.357
4.916e-05 10.061 0.7930587530 3.0688371658    0.792  0.582  3.8140  3.962    0 3.314 4.056 3.525 3.349 3.309 3.324
4.916e-05 10.061 0.7950517535 3.0697138309    0.794  0.622  3.8079  3.899    0 3.214 3.974 3.437 3.245 3.195 3.204
4.916e-05 10.061 0.7965770960 3.0703816414    0.795  0.658  3.8006  3.835    0 3.126 3.909 3.364 3.151 3.089 3.092
4.916e-05 10.061 0.7977720499 3.0709028244    0.796  0.690  3.7920  3.769    0 3.045 3.861 3.304 3.066 2.989 2.984
4.916e-05 10.061 0.7987356186 3.0713222027    0.797  0.720  3.7825  3.702    0 2.971 3.825 3.253 2.987 2.894 2.880
4.916e-05 10.061 0.7995441556 3.0716731548    0.798  0.748  3.7733  3.637    0 2.901 3.796 3.206 2.913 2.804 2.782
4.916e-05 10.061 0.8000000119 3.0718705654    0.798  0.766  3.7679  3.598    0 2.856 3.777 3.175 2.866 2.749 2.721
4.916e-05 10.061 0.8001140356 3.0719199181    0.799  0.770  3.7666  3.589    0 2.845 3.773 3.167 2.855 2.735 2.706
4.916e-05 10.061 0.8007433414 3.0721921921    0.799  0.800  3.7593  3.530    0 2.771 3.736 3.113 2.779 2.647 2.611
4.916e-05 10.061 0.8013750315 3.0724651814    0.800  0.838  3.7526  3.466    0 2.676 3.681 3.038 2.683 2.539 2.496
4.916e-05 10.061 0.8018690348 3.0726783276    0.800  0.875  3.7482  3.411    0 2.582 3.615 2.958 2.589 2.437 2.390
4.916e-05 10.061 0.8023579121 3.0728888512    0.801  0.918  3.7447  3.354    0 2.474 3.530 2.861 2.481 2.323 2.272
4.916e-05 10.061 0.8024324179 3.0729207993    0.801  0.926  3.7442  3.345    0 2.456 3.514 2.844 2.462 2.303 2.253
4.916e-05 10.061 0.8028416634 3.0730969906    0.801  0.967  3.7420  3.295    0 2.352 3.425 2.747 2.359 2.196 2.143
4.916e-05 10.061 0.8032940030 3.0732913017    0.801  1.016  3.7397  3.236    0 2.229 3.318 2.632 2.237 2.070 2.015
4.916e-05 10.061 0.8036757708 3.0734553337    0.802  1.060  3.7380  3.186    0 2.120 3.220 2.528 2.129 1.959 1.902
4.916e-05 10.061 0.8040435910 3.0736129284    0.802  1.105  3.7364  3.135    0 2.008 3.119 2.421 2.018 1.845 1.786
4.916e-05 10.061 0.8043860793 3.0737597942    0.802  1.149  3.7349  3.085    0 1.897 3.018 2.315 1.908 1.733 1.672
4.916e-05 10.061 0.8047087789 3.0738978386    0.802  1.194  3.7335  3.034    0 1.785 2.916 2.209 1.797 1.620 1.558
4.916e-05 10.061 0.8050317764 3.0740361214    0.803  1.242  3.7320  2.981    0 1.665 2.806 2.093 1.678 1.498 1.434
4.916e-05 10.061 0.8053109646 3.0741553307    0.803  1.287  3.7306  2.930    0 1.552 2.703 1.984 1.566 1.384 1.319
4.916e-05 10.061 0.8055855632 3.0742726326    0.803  1.335  3.7290  2.876    0 1.432 2.594 1.869 1.446 1.262 1.195
4.916e-05 10.061 0.8058348298 3.0743792057    0.803  1.382  3.7276  2.823    0 1.314 2.487 1.756 1.329 1.142 1.074
4.916e-05 10.061 0.8060603738 3.0744752884    0.803  1.429  3.7262  2.771    0 1.198 2.382 1.645 1.214 1.025 0.955
4.916e-05 10.061 0.8062660694 3.0745630264    0.803  1.475  3.7246  2.718    0 1.082 2.278 1.535 1.100 0.908 0.836
4.916e-05 10.061 0.8064603806 3.0746457577    0.803  1.523  3.7231  2.664    0 0.963 2.170 1.421 0.981 0.787 0.714
4.916e-05 10.061 0.8066340089 3.0747199059    0.803  1.570  3.7216  2.612    0 0.846 2.064 1.309 0.865 0.668 0.594
4.916e-05 10.061 0.8067896366 3.0747859478    0.803  1.615  3.7200  2.559    0 0.731 1.961 1.200 0.752 0.553 0.477
4.916e-05 10.061 0.8069355488 3.0748481750    0.803  1.662  3.7185  2.506    0 0.614 1.857 1.090 0.637 0.435 0.357
4.916e-05 10.061 0.8070651293 3.0749032497    0.803  1.708  3.7170  2.455    0 0.501 1.758 0.982 0.525 0.320 0.240
4.916e-05 10.061 0.8071861267 3.0749547482    0.803  1.754  3.7153  2.402    0 0.386 1.659 0.874 0.411 0.202 0.121
4.916e-05 10.061 0.8072986603 3.0750026703    0.803  1.800  3.7136  2.349    0 0.269 1.558 0.764 0.295 0.083 0.001
4.916e-05 10.061 0.8074018359 3.0750465393    0.802  1.847  3.7120  2.295    0 0.152 1.457 0.653 0.179 -0.035 -0.120
4.916e-05 10.061 0.8074956536 3.0750863552    0.802  1.893  3.7103  2.242    0 0.037 1.358 0.545 0.065 -0.153 -0.239
4.916e-05 10.061 0.8075834513 3.0751235485    0.802  1.940  3.7085  2.188    0 -0.081 1.259 0.436 -0.051 -0.272 -0.360
4.916e-05 10.061 0.8076635003 3.0751576424    0.801  1.987  3.7069  2.134    0 -0.198 1.160 0.326 -0.166 -0.390 -0.480
4.916e-05 10.061 0.8077345490 3.0751879215    0.801  2.032  3.7051  2.082    0 -0.311 1.066 0.222 -0.277 -0.505 -0.597
4.916e-05 10.061 0.8077999949 3.0752155781    0.801  2.078  3.7033  2.029    0 -0.424 0.971 0.117 -0.388 -0.619 -0.713
4.916e-05 10.061 0.8078613877 3.0752415657    0.800  2.124  3.7016  1.976    0 -0.540 0.875 0.009 -0.503 -0.737 -0.833
4.916e-05 10.061 0.8079165220 3.0752651691    0.800  2.170  3.6997  1.922    0 -0.654 0.784 -0.095 -0.614 -0.853 -0.951
4.916e-05 10.061 0.8079717755 3.0752885342    0.799  2.218  3.6979  1.866    0 -0.774 0.688 -0.206 -0.733 -0.975 -1.075
4.916e-05 10.061 0.8080298305 3.0753130913    0.798  2.263  3.6961  1.814    0 -0.887 0.599 -0.308 -0.843 -1.089 -1.191
4.916e-05 10.061 0.8080601096 3.0753259659    0.798  2.277  3.6956  1.798    0 -0.922 0.571 -0.340 -0.877 -1.124 -1.227
4.916e-05 10.061 0.8080858588 3.0753369331    0.797  2.270  3.6961  1.806    0 -0.905 0.581 -0.327 -0.861 -1.107 -1.210
4.916e-05 10.061 0.8080919385 3.0753395557    0.797  2.277  3.6958  1.798    0 -0.922 0.568 -0.342 -0.878 -1.124 -1.227
4.916e-05 10.061 0.8081255555 3.0753538609    0.797  2.317  3.6941  1.751    0 -1.022 0.491 -0.432 -0.975 -1.225 -1.330
4.916e-05 10.061 0.8081595898 3.0753681660    0.796  2.359  3.6924  1.701    0 -1.128 0.406 -0.530 -1.080 -1.333 -1.440
4.916e-05 10.061 0.8081884384 3.0753805637    0.795  2.398  3.6907  1.656    0 -1.224 0.333 -0.616 -1.173 -1.430 -1.539
4.916e-05 10.061 0.8082168698 3.0753924847    0.795  2.438  3.6890  1.608    0 -1.325 0.257 -0.706 -1.271 -1.532 -1.643
4.916e-05 10.061 0.8082433343 3.0754036903    0.794  2.478  3.6873  1.561    0 -1.426 0.181 -0.796 -1.369 -1.634 -1.747
4.916e-05 10.061 0.8082665801 3.0754137039    0.793  2.516  3.6856  1.516    0 -1.520 0.114 -0.879 -1.461 -1.729 -1.844
4.916e-05 10.061 0.8082895279 3.0754232407    0.792  2.556  3.6838  1.468    0 -1.620 0.060 -0.964 -1.559 -1.832 -1.949
4.916e-05 10.061 0.8083099127 3.0754320621    0.791  2.594  3.6822  1.423    0 -1.714 0.012 -1.044 -1.652 -1.930 -2.048
4.916e-05 10.061 0.8083289266 3.0754399300    0.790  2.631  3.6804  1.378    0 -1.808 -0.030 -1.121 -1.744 -2.026 -2.147
4.916e-05 10.061 0.8083470464 3.0754477978    0.789  2.669  3.6787  1.333    0 -1.903 -0.067 -1.198 -1.837 -2.125 -2.248
4.916e-05 10.061 0.8083665967 3.0754559040    0.788  2.713  3.6768  1.280    0 -2.013 -0.109 -1.286 -1.944 -2.238 -2.364
4.916e-05 10.061 0.8083822727 3.0754625797    0.786  2.751  3.6748  1.234    0 -2.107 -0.130 -1.356 -2.035 -2.336 -2.464
4.916e-05 10.061 0.8083984852 3.0754694939    0.785  2.793  3.6729  1.183    0 -2.212 -0.156 -1.435 -2.137 -2.444 -2.575
4.916e-05 10.061 0.8084118366 3.0754752159    0.783  2.830  3.6712  1.139    0 -2.304 -0.172 -1.503 -2.225 -2.539 -2.673
4.916e-05 10.061 0.8084254265 3.0754809380    0.781  2.870  3.6691  1.089    0 -2.405 -0.175 -1.570 -2.320 -2.643 -2.780
4.916e-05 10.061 0.8084366918 3.0754857063    0.779  2.905  3.6674  1.046    0 -2.493 -0.182 -1.631 -2.404 -2.734 -2.874
4.916e-05 10.061 0.8084485531 3.0754907131    0.777  2.945  3.6654  0.997    0 -2.592 -0.171 -1.693 -2.497 -2.836 -2.979
4.916e-05 10.061 0.8084605932 3.0754959583    0.775  2.987  3.6632  0.945    0 -2.698 -0.147 -1.753 -2.595 -2.946 -3.093
4.916e-05 10.061 0.8084703684 3.0755000114    0.772  3.024  3.6613  0.899    0 -2.791 -0.117 -1.802 -2.679 -3.042 -3.193
4.916e-05 10.061 0.8084787130 3.0755035877    0.770  3.058  3.6595  0.857    0 -2.874 -0.076 -1.839 -2.753 -3.127 -3.283
4.916e-05 10.061 0.8084873557 3.0755071640    0.767  3.094  3.6577  0.812    0 -2.965 -0.044 -1.883 -2.833 -3.219 -3.379
4.916e-05 10.061 0.8084962368 3.0755109787    0.764  3.133  3.6555  0.762    0 -3.063 -0.042 -1.938 -2.918 -3.316 -3.480
4.916e-05 10.061 0.8085036278 3.0755140781    0.761  3.168  3.6536  0.718    0 -3.150 -0.042 -1.987 -2.994 -3.402 -3.571
4.916e-05 10.061 0.8085111380 3.0755171776    0.757  3.204  3.6516  0.671    0 -3.241 -0.039 -2.037 -3.073 -3.492 -3.665
4.916e-05 10.061 0.8085180521 3.0755202770    0.754  3.237  3.6498  0.629    0 -3.324 -0.036 -2.082 -3.144 -3.574 -3.750
4.916e-05 10.061 0.8085200191 3.0755209923    0.752  1.671  3.9366  3.342    4 0.592 1.040 0.556 0.759 0.955 1.045
4.916e-05 10.061 0.8085207939 3.0755214691    0.752  1.678  3.9310  3.313    4 0.576 1.022 0.529 0.724 0.914 1.001
4.916e-05 10.061 0.8085303307 3.0755255222    0.752  1.688  3.9236  3.273    4 0.550 0.998 0.495 0.675 0.856 0.939
4.916e-05 10.061 0.8085816503 3.0755472183    0.752  1.696  3.9189  3.246    4 0.530 0.979 0.469 0.641 0.815 0.896
4.916e-05 10.061 0.8086313009 3.0755681992    0.752  1.696  3.9193  3.247    4 0.529 0.978 0.469 0.641 0.816 0.897
4.916e-05 10.061 0.8086814284 3.0755894184    0.752  1.696  3.9196  3.248    4 0.529 0.978 0.469 0.642 0.818 0.899
4.916e-05 10.061 0.8087326884 3.0756111145    0.752  1.696  3.9197  3.249    4 0.529 0.978 0.469 0.643 0.818 0.899
4.916e-05 10.061 0.8087835312 3.0756325722    0.752  1.697  3.9196  3.248    4 0.529 0.977 0.468 0.642 0.817 0.898
4.916e-05 10.061 0.8088350892 3.0756545067    0.752  1.697  3.9193  3.247    4 0.528 0.977 0.467 0.640 0.815 0.896
4.916e-05 10.061 0.8088868260 3.0756764412    0.752  1.697  3.9186  3.243    4 0.527 0.976 0.466 0.637 0.811 0.891
4.916e-05 10.061 0.8089395761 3.0756988525    0.752  1.698  3.9176  3.239    4 0.525 0.975 0.464 0.633 0.805 0.885
4.916e-05 10.061 0.8089926839 3.0757212639    0.752  1.699  3.9161  3.232    4 0.522 0.974 0.460 0.626 0.796 0.875
4.916e-05 10.061 0.8090416789 3.0757420063    0.752  1.700  3.9143  3.223    4 0.519 0.972 0.456 0.618 0.786 0.864
4.916e-05 10.061 0.8090910316 3.0757629871    0.752  1.702  3.9120  3.213    4 0.515 0.970 0.451 0.608 0.772 0.849
4.916e-05 10.061 0.8091389537 3.0757832527    0.752  1.704  3.9094  3.200    4 0.511 0.968 0.446 0.597 0.757 0.833
4.916e-05 10.061 0.8091715574 3.0757968426    0.752  1.705  3.9074  3.191    4 0.507 0.967 0.443 0.589 0.746 0.821
4.916e-05 10.061 0.8091892004 3.0758044720    0.752  1.706  3.9062  3.185    4 0.505 0.966 0.441 0.584 0.739 0.813
4.916e-05 10.061 0.8092417121 3.0758266449    0.752  1.709  3.9022  3.167    4 0.498 0.964 0.434 0.567 0.716 0.788
4.916e-05 10.061 0.8092960715 3.0758495331    0.752  1.712  3.8974  3.144    4 0.490 0.964 0.428 0.549 0.690 0.759
4.916e-05 10.061 0.8093476295 3.0758714676    0.752  1.715  3.8923  3.120    4 0.482 0.965 0.423 0.529 0.662 0.729
4.916e-05 10.061 0.8093988299 3.0758931637    0.752  1.719  3.8866  3.094    4 0.472 0.967 0.420 0.509 0.632 0.696
4.916e-05 10.061 0.8094484806 3.0759141445    0.752  1.723  3.8805  3.065    4 0.462 0.972 0.420 0.489 0.600 0.661
4.916e-05 10.061 0.8095011115 3.0759363174    0.752  1.728  3.8733  3.032    4 0.450 0.978 0.421 0.468 0.565 0.622
4.916e-05 10.061 0.8095241785 3.0759460926    0.752  1.730  3.8700  3.016    4 0.444 0.981 0.421 0.458 0.549 0.604
4.916e-05 10.061 0.8095335364 3.0759501457    0.752  1.731  3.8687  3.010    4 0.442 0.983 0.422 0.454 0.543 0.597
4.916e-05 10.061 0.8095846176 3.0759716034    0.752  1.736  3.8615  2.976    4 0.430 0.989 0.425 0.435 0.510 0.559
4.916e-05 10.061 0.8096321821 3.0759916306    0.752  1.741  3.8543  2.943    4 0.417 0.997 0.430 0.418 0.478 0.523
4.916e-05 10.061 0.8096800447 3.0760118961    0.752  1.746  3.8465  2.906    4 0.404 1.006 0.436 0.400 0.445 0.484
4.916e-05 10.061 0.8097296357 3.0760328770    0.752  1.752  3.8376  2.865    4 0.389 1.017 0.444 0.381 0.408 0.441
4.916e-05 10.061 0.8097779751 3.0760533810    0.752  1.759  3.8286  2.822    4 0.374 1.030 0.453 0.362 0.371 0.398
4.916e-05 10.061 0.8098253608 3.0760734081    0.752  1.765  3.8200  2.782    4 0.358 1.043 0.461 0.345 0.337 0.356
4.916e-05 10.061 0.8098740578 3.0760939121    0.752  1.771  3.8110  2.739    4 0.341 1.059 0.471 0.327 0.302 0.314
4.916e-05 10.061 0.8099216819 3.0761139393    0.752  1.778  3.8030  2.700    4 0.325 1.075 0.481 0.310 0.269 0.275
4.916e-05 10.061 0.8099697828 3.0761344433    0.752  1.785  3.7956  2.664    4 0.307 1.088 0.488 0.293 0.238 0.237
4.916e-05 10.061 0.8100137711 3.0761530399    0.752  1.794  3.7882  2.626    4 0.286 1.100 0.492 0.273 0.203 0.196
4.916e-05 10.061 0.8100656271 3.0761747360    0.752  1.806  3.7800  2.580    4 0.255 1.107 0.490 0.243 0.158 0.143
4.916e-05 10.061 0.8101000786 3.0761892796    0.752  1.819  3.7733  2.541    4 0.224 1.109 0.481 0.214 0.117 0.095
4.916e-05 10.061 0.8101235032 3.0761992931    0.752  1.831  3.7675  2.505    4 0.192 1.108 0.469 0.184 0.076 0.049
4.916e-05 10.061 0.8101431727 3.0762076378    0.752  1.848  3.7613  2.464    4 0.151 1.100 0.451 0.146 0.026 -0.007
4.916e-05 10.061 0.8101580143 3.0762138367    0.752  1.865  3.7553  2.423    4 0.108 1.092 0.430 0.106 -0.025 -0.065
4.916e-05 10.061 0.8101685643 3.0762183666    0.752  1.888  3.7486  2.372    4 0.049 1.073 0.396 0.050 -0.094 -0.140
4.916e-05 10.061 0.8101748228 3.0762209892    0.752  1.914  3.7423  2.322    4 -0.014 1.049 0.356 -0.011 -0.166 -0.218
4.916e-05 10.061 0.8101782799 3.0762224197    0.752  1.939  3.7368  2.274    4 -0.079 1.024 0.313 -0.072 -0.237 -0.295
4.916e-05 10.061 0.8101803660 3.0762233734    0.752  1.969  3.7316  2.224    4 -0.151 0.989 0.260 -0.142 -0.317 -0.380
4.916e-05 10.061 0.8101813197 3.0762236118    0.752  1.990  3.7284  2.189    4 -0.206 0.960 0.218 -0.194 -0.375 -0.442
4.916e-05 10.061 0.8101822734 3.0762240887    0.752  2.028  3.7243  2.135    4 -0.301 0.898 0.140 -0.286 -0.475 -0.546
4.916e-05 10.061 0.8101831079 3.0762243271    0.752  2.065  3.7209  2.085    4 -0.393 0.834 0.061 -0.376 -0.572 -0.646
4.916e-05 10.061 0.8101839423 3.0762248039    0.752  2.103  3.7178  2.034    4 -0.488 0.768 -0.019 -0.468 -0.669 -0.747
4.916e-05 10.061 0.8101848364 3.0762250423    0.752  2.142  3.7150  1.984    4 -0.584 0.699 -0.103 -0.562 -0.769 -0.850
4.916e-05 10.061 0.8101860285 3.0762257576    0.752  2.182  3.7123  1.934    4 -0.684 0.626 -0.191 -0.660 -0.872 -0.956
4.916e-05 10.061 0.8101884127 3.0762267113    0.752  2.172  3.7131  1.946    4 -0.661 0.641 -0.172 -0.638 -0.848 -0.931
4.916e-05 10.061 0.8101922870 3.0762283802    0.752  2.153  3.7145  1.971    4 -0.612 0.676 -0.129 -0.590 -0.797 -0.879
4.916e-05 10.061 0.8102159500 3.0762383938    0.752  2.166  3.7130  1.952    4 -0.645 0.658 -0.155 -0.622 -0.832 -0.915
4.916e-05 10.061 0.8102303147 3.0762443542    0.751  2.202  3.7104  1.905    4 -0.736 0.593 -0.234 -0.710 -0.926 -1.012
4.916e-05 10.061 0.8102477789 3.0762517452    0.751  2.243  3.7077  1.853    4 -0.838 0.520 -0.323 -0.810 -1.031 -1.121
4.916e-05 10.061 0.8102655411 3.0762591362    0.751  2.285  3.7051  1.801    4 -0.943 0.445 -0.415 -0.912 -1.139 -1.231
4.916e-05 10.061 0.8102815747 3.0762660503    0.751  2.326  3.7027  1.750    4 -1.046 0.370 -0.506 -1.013 -1.244 -1.339
4.916e-05 10.061 0.8102957010 3.0762720108    0.750  2.367  3.7003  1.699    4 -1.148 0.295 -0.596 -1.113 -1.349 -1.446
4.916e-05 10.061 0.8103082180 3.0762772560    0.750  2.408  3.6980  1.649    4 -1.251 0.222 -0.686 -1.212 -1.453 -1.553
4.916e-05 10.061 0.8103192449 3.0762817860    0.750  2.449  3.6958  1.599    4 -1.352 0.149 -0.774 -1.310 -1.556 -1.659
4.916e-05 10.061 0.8103289604 3.0762860775    0.749  2.489  3.6936  1.550    4 -1.453 0.077 -0.862 -1.408 -1.658 -1.764
4.916e-05 10.061 0.8103377819 3.0762896538    0.749  2.529  3.6914  1.501    4 -1.553 0.005 -0.950 -1.505 -1.760 -1.868
4.916e-05 10.061 0.8103458881 3.0762929916    0.749  2.569  3.6893  1.452    4 -1.653 -0.064 -1.037 -1.602 -1.862 -1.972
4.916e-05 10.061 0.8103534579 3.0762963295    0.748  2.609  3.6871  1.403    4 -1.753 -0.131 -1.122 -1.698 -1.964 -2.077
4.916e-05 10.061 0.8103604913 3.0762991905    0.748  2.650  3.6850  1.354    4 -1.854 -0.188 -1.207 -1.796 -2.066 -2.182
4.916e-05 10.061 0.8103671670 3.0763020515    0.747  2.689  3.6828  1.305    4 -1.954 -0.228 -1.287 -1.894 -2.170 -2.288
4.916e-05 10.061 0.8103736043 3.0763049126    0.747  2.730  3.6806  1.256    4 -2.054 -0.262 -1.366 -1.992 -2.275 -2.396
4.916e-05 10.061 0.8103797436 3.0763072968    0.746  2.770  3.6785  1.207    4 -2.154 -0.288 -1.442 -2.089 -2.379 -2.502
4.916e-05 10.061 0.8103852868 3.0763096809    0.746  2.810  3.6763  1.158    4 -2.254 -0.306 -1.516 -2.185 -2.483 -2.610
4.916e-05 10.061 0.8103899360 3.0763115883    0.745  2.848  3.6741  1.111    4 -2.350 -0.317 -1.584 -2.277 -2.582 -2.712
4.916e-05 10.061 0.8103938103 3.0763132572    0.745  2.885  3.6721  1.065    4 -2.443 -0.322 -1.647 -2.366 -2.679 -2.812
4.916e-05 10.061 0.8103971481 3.0763146877    0.744  2.921  3.6700  1.020    4 -2.533 -0.319 -1.707 -2.452 -2.773 -2.909
4.916e-05 10.061 0.8104003072 3.0763161182    0.743  2.959  3.6679  0.974    4 -2.627 -0.302 -1.762 -2.539 -2.870 -3.009
4.916e-05 10.061 0.8104034662 3.0763173103    0.743  2.996  3.6657  0.927    4 -2.721 -0.274 -1.813 -2.625 -2.967 -3.110
4.916e-05 10.061 0.8104063272 3.0763185024    0.742  3.032  3.6636  0.882    4 -2.811 -0.237 -1.858 -2.707 -3.060 -3.208
4.916e-05 10.061 0.8104072809 3.0763189793    0.742  3.046  3.6628  0.866    4 -2.844 -0.222 -1.874 -2.737 -3.094 -3.244
4.916e-05 10.061 0.8104074597 3.0763189793    0.742  3.049  3.6626  0.861    4 -2.853 -0.217 -1.878 -2.744 -3.104 -3.253
4.916e-05 10.061 0.8104077578 3.0763192177    0.742  3.059  3.6620  0.849    4 -2.877 -0.203 -1.888 -2.766 -3.129 -3.280
4.916e-05 10.061 0.8104081750 3.0763194561    0.741  3.075  3.6610  0.829    4 -2.917 -0.178 -1.904 -2.802 -3.171 -3.324
4.916e-05 10.061 0.8104084730 3.0763194561    0.741  3.087  3.6602  0.814    4 -2.948 -0.158 -1.916 -2.828 -3.202 -3.357
4.916e-05 10.061 0.8104085326 3.0763194561    0.741  3.088  3.6601  0.812    4 -2.951 -0.156 -1.917 -2.831 -3.205 -3.360
4.916e-05 10.061 0.8104085922 3.0763194561    0.741  3.089  3.6601  0.811    4 -2.953 -0.154 -1.919 -2.834 -3.208 -3.363
4.916e-05 10.061 0.8104086518 3.0763196945    0.741  3.090  3.6600  0.809    4 -2.956 -0.152 -1.920 -2.836 -3.211 -3.366
4.916e-05 10.061 0.8104087114 3.0763196945    0.741  3.091  3.6600  0.809    4 -2.958 -0.151 -1.920 -2.838 -3.213 -3.368
4.916e-05 10.061 0.8104087710 3.0763196945    0.741  3.092  3.6599  0.807    4 -2.961 -0.149 -1.922 -2.840 -3.216 -3.372
4.916e-05 10.061 0.8104088306 3.0763196945    0.741  3.094  3.6598  0.806    4 -2.964 -0.147 -1.923 -2.843 -3.219 -3.375
4.916e-05 10.061 0.8104091883 3.0763196945    0.741  3.067  3.6615  0.839    4 -2.897 -0.193 -1.897 -2.784 -3.150 -3.302
4.916e-05 10.061 0.8104093671 3.0763199329    0.741  3.071  3.6612  0.833    4 -2.908 -0.187 -1.902 -2.794 -3.161 -3.314
4.916e-05 10.061 0.8104095459 3.0763199329    0.741  3.082  3.6606  0.820    4 -2.936 -0.169 -1.913 -2.819 -3.190 -3.344
4.916e-05 10.061 0.8104096651 3.0763199329    0.741  3.096  3.6598  0.803    4 -2.969 -0.147 -1.926 -2.848 -3.224 -3.380
4.916e-05 10.061 0.8104098439 3.0763201714    0.741  3.073  3.6612  0.831    4 -2.913 -0.185 -1.904 -2.798 -3.166 -3.319
4.916e-05 10.061 0.8104100823 3.0763201714    0.741  3.058  3.6621  0.850    4 -2.875 -0.207 -1.888 -2.765 -3.127 -3.278
4.916e-05 10.061 0.8104103804 3.0763204098    0.741  3.115  3.6585  0.779    4 -3.018 -0.110 -1.942 -2.889 -3.273 -3.432
4.916e-05 10.061 0.8104109764 3.0763206482    0.740  3.205  3.6528  0.666    4 -3.242 -0.069 -2.052 -3.080 -3.495 -3.666
4.916e-05 10.061 0.8104120493 3.0763211250    0.740  3.247  3.6501  0.612    4 -3.348 -0.055 -2.105 -3.169 -3.599 -3.775
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
0.00049127 9.929 0.1000000015 1.5704020262    0.100 -2.724  3.5828  5.445    0 11.579 15.284 13.215 11.959 11.371 11.120
0.00049127 9.929 0.1199519709 1.7474375963    0.120 -2.419  3.6099  5.327    0 10.818 13.930 12.134 11.063 10.586 10.377
0.00049127 9.929 0.1399039328 1.8951982260    0.140 -2.242  3.6211  5.262    0 10.375 13.276 11.574 10.576 10.136 9.943
0.00049127 9.929 0.1598559022 2.0203170776    0.160 -2.104  3.6281  5.211    0 10.031 12.805 11.159 10.207 9.789 9.606
0.00049127 9.929 0.1997598410 2.2207350731    0.200 -1.894  3.6373  5.134    0 9.505 12.123 10.546 9.651 9.260 9.090
0.00049127 9.929 0.2496397495 2.4069368839    0.250 -1.706  3.6449  5.073    0 9.034 11.527 10.006 9.155 8.787 8.627
0.00049127 9.929 0.2995196879 2.5463330746    0.299 -1.560  3.6508  5.029    0 8.669 11.068 9.589 8.772 8.420 8.268
0.00049127 9.929 0.3493995667 2.6543705463    0.349 -1.442  3.6559  4.999    0 8.375 10.693 9.252 8.463 8.125 7.980
0.00049127 9.929 0.4096409380 2.7558984756    0.410 -1.307  3.6627  4.960    0 8.037 10.247 8.858 8.106 7.787 7.651
0.00049127 9.929 0.4296282828 2.7842881680    0.429 -1.253  3.6661  4.940    0 7.902 10.057 8.696 7.963 7.652 7.521
0.00049127 9.929 0.4420554936 2.8008222580    0.442 -1.223  3.6680  4.930    0 7.828 9.953 8.607 7.883 7.577 7.449
